id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
8,Профессиональная жизнь родителей,Работа родителей и семейная экономика,"Оба родителя работали менеджерами в фирме по продаже косметики, что обеспечивало финансовую стабильность и позволило купить квартиру.","Мама работала, маму точно помню, работала менеджером... Отец тоже там работал, а вот кем не могу сказать. Точно менеджер.","уверенность, спокойствие","трудолюбие, семейная поддержка",Двойной доход родителей и их занятость в коммерческом секторе отражают стратегию экономической адаптации мигрантов.,декларация,Polycorn Comparated,,1.0,
1,"Средняя школа, 5 класс",Адаптация в новом классе и первые дружеские связи,"Респондент рассказывает о переводе в новый класс в середине 5-го класса, знакомстве с одноклассниками, первых друзьях и совместных прогулках. Вспоминает о секции каратэ в школе.","Пока со всеми познакомился, пока там вот кроме Артема... Пока сдружился, помню, Саша был. Парень с нами тоже все время гулял.","ностальгия, легкая растерянность","дружба, адаптация, открытость к новому","Переход в новый коллектив в подростковом возрасте часто сопровождается стрессом и необходимостью заново выстраивать социальные связи. Важную роль играют внеурочные занятия, способствующие интеграции.",эпизод,школа,,,True
2,Переезд/летние каникулы после 5 класса,Летние поездки в Крым и семейная недвижимость,"После окончания 5 класса респондент с братом проводит лето в Крыму, где у семьи есть заброшенный дом. Родители начинают заниматься восстановлением дома, а дети живут у друга семьи.","Приехали, там все заросшее, стоит этот дом, такой одноэтажный был. Три комнаты там было. И кухня на полу улицы. Из песчаника сделана.","удивление, интерес, семейное единение","семья, корни, забота о собственности",Наличие дачи или дома в другом регионе — типичная черта постсоветских семей. Восстановление дома связано с возвращением к семейным истокам и возможностью летнего отдыха.,эпизод,,1.0,,True
3,Летние каникулы в подростковом возрасте,Детские летние воспоминания и свобода,"Лето в Крыму наполнено играми, купанием, сбором мидий и рыбалкой. Семья регулярно проводит там лето на протяжении нескольких лет.","Купались на пляже, потому что он там прям был, вот выходите из дома, и сразу пляж... Мидии собирали. Потому что там как пристань была для маленьких лодок.","радость, свобода, беззаботность","природа, семейные традиции, простые удовольствия","Регулярные летние поездки на юг формируют устойчивые семейные ритуалы и воспоминания, способствуют укреплению семейных связей.",эпизод,,1.0,,True
4,"6 класс, возвращение в Москву",Изменения в семье и быте,"Отец меняет работу, появляется новая техника в доме (компьютер, DVD-плеер), что связано с улучшением материального положения. Семья вместе идет на 1 сентября.","Не знаю, может, его при увольнении рассчитали, может, еще что-то, но появились откуда-то деньги на это. Потому что за лето я уезжал, кассетник был, я приехал, уже и компьютер стоит, и CD этот плеер стоит.","удивление, радость","семейное благополучие, технологический прогресс, забота родителей","Появление новой техники в доме — индикатор социального и экономического статуса семьи, а также маркер времени (расширение цифровых практик в 2000-х).",узел,,,покупка техники,True
5,6 класс,"Дружба, первые отношения и освоение интернета","Восстановление дружбы с Артемом, первые попытки пользоваться электронной почтой, начало общения с девочкой Настей, появление новых одноклассников.","Он говорит, а ты умеешь почтой пользоваться? Я говорю, какой почтой? Он говорит, ну вот там в компьютере можно, типа mail.ru заходишь и там пишешь сообщение от себя, оно приходит мне.","восторг, любопытство, волнение","дружба, новизна, коммуникация",Освоение новых технологий и первые романтические отношения — важные элементы социализации подростка. Интернет становится частью повседневности.,эпизод,,,,True
6,6 класс,Первые эксперименты с курением,"Респондент впервые пробует курить по предложению друга, испытывает неприятные ощущения и надолго отказывается от курения.","Вот как я там закашлялся, это вообще ужасно. И потом вот помню этот туман, это состояние, вот это никотин, голова кружится и так далее. И что-то думаю, ну его нафиг.","отвращение, растерянность","любопытство, самостоятельность, осторожность","Эксперименты с курением — типичная практика подростков, связанная с поиском идентичности и влиянием сверстников.",эпизод,,,,True
7,"Подростковый возраст, 6-8 класс","Досуг, свобода и уличная социализация","Вспоминает о ночных катаниях на сноускейте, шашлыках с друзьями, свободе передвижения и меньших родительских страхах по сравнению с современностью.","Катались спокойно до часу, до двух ночи. То есть было время, когда я уже был в постаршей классе, наверное, в восьмом, я вообще на всю ночь туда уходил с друзьями.","ностальгия, радость","свобода, дружба, самостоятельность","Свободное уличное времяпрепровождение — важная часть социализации подростков 1990-2000-х, отличающаяся большей автономией по сравнению с современными детьми.",эпизод,,,,True
8,6 класс,Первые попытки заработать деньги,"Респондент собирает бутылки с друзьями и братом, чтобы заработать деньги, которые тратит на сладости и фильмы.","Мы сдавали, сдавали их. И я помню, что ближе к лету, а я все это время откладывал, откладывал. У меня был кошелек... Где-то рублей, наверное, 800 у меня было уже ближе к весне.","гордость, самостоятельность","трудолюбие, самостоятельность, экономия","Сбор бутылок — распространённая детская практика подработки в 1990-2000-х, формирующая навыки обращения с деньгами и самостоятельности.",эпизод,,,"сдача вторсырья, покупки",True
9,6 класс,Знакомство с семьёй подруги и межэтнические связи,"Респондент знакомится с родителями Насти, узнаёт историю их переезда из Чечни в Москву, отмечает особенности семейной структуры (отчим, удочерение).","Вот я у нее спросил случайно, она говорит, нет, типа, у меня отчима, любимое число такое, все однерки. То есть, получается, она была, ну, не отец, а отчим у нее...","любопытство, интерес","открытость, уважение к разным культурам, семейные связи","Истории миграции и межэтнических браков становятся частью повседневной жизни в крупных городах, формируя новые типы семейных отношений.",эпизод,"семья, миграция",,,True
1,"Средняя школа, 6 класс",Первые отношения и школьная жизнь,"Респондент вспоминает о начале отношений с девочкой по имени Настя, о школьных буднях, прогулках, первых поцелуях и расставании на лето. Важным событием стало появление первого мобильного телефона и переписка по SMS.","Ну, целовались в подъезде. Ну, как и все нормальные люди. Потом, ну, шестой класс именно этим запомнился, знакомством, там, вот, какими-то отношениями такими.","ностальгия, легкая грусть, теплота","дружба, первые чувства, общение, новизна",Первые подростковые отношения часто становятся важной частью идентичности и воспоминаний. Появление мобильного телефона символизирует начало цифровой социализации.,эпизод,школа,,,
2,"Летние каникулы, переход из 6 в 7 класс",Летний отдых и семейные связи,"Лето респондент проводит в Крыму, где семья помогает родственникам, переехавшим из Казахстана, обустроиться. Вспоминает совместные занятия, рыбалку, строительство дома, семейное хозяйство.","Вообще, у меня, в принципе, история по жизни интересная такая. Я все время туда-сюда мотался.","приключенческий настрой, семейное тепло","семья, взаимопомощь, трудолюбие, адаптация","Миграция внутри постсоветского пространства, поддержка родственников, совместный труд и досуг формируют чувство принадлежности и устойчивости.",эпизод,"семья, неформальные связи",временное проживание родственников в доме семьи респондента,,
3,Детство и ранний подростковый возраст,Рыбалка и мужские ролевые модели,"Воспоминания о рыбалке с дядей Костей в Казахстане и Крыму, о мужских занятиях, передаче опыта, совместном времяпрепровождении.","Я тогда узнал, что это такая удочка с большой катушкой такой, которую забрасывать надо.","любопытство, радость, восхищение","семейные традиции, обучение, мужская солидарность","Рыбалка выступает как ритуал передачи опыта и формирования мужской идентичности, укрепляет межпоколенческие связи.",эпизод,семья,,,
4,"Летние каникулы, подростковый возраст",Сельский быт и хозяйство,"Описание жизни в Крыму: разведение кур, нутрий, выращивание фруктов, самостоятельное ведение хозяйства, копчение и продажа рыбы на рынке.","У нас даже там эти, нутрии жили. Ну, это типа выдра, только нутрии.","удивление, гордость, интерес","самостоятельность, труд, предприимчивость","Сельский быт и хозяйство формируют навыки самостоятельности, ответственности, а также дают опыт участия в неформальной экономике.",эпизод,"семья, рынок",,продажа копченой рыбы на рынке,
5,Переход из 6 в 7 класс,Путешествия и возвращение в Москву,"Воспоминания о возвращении из Крыма в Москву, семейных сборах, поездках на поезде, изменениях в семейной динамике (отец становится менее доступен из-за работы).","Ну, в Москву приезжали, соответственно, мать встречала. Всегда мать встречать начала. То есть, если раньше где-то мелькал там и отец, то он уже начал как-то более на работе пропадать или ещё что-то.","легкая грусть, принятие","семья, стабильность, адаптация к переменам","Изменения в семейной структуре и роли родителей отражают процессы взросления и социализации, а также влияние экономических обстоятельств.",эпизод,"семья, транспорт",,,
6,"7 класс, подростковый возраст",Школьная дружба и новые знакомства,"Появление новых друзей в школе, объединение на основе общего прошлого (Казахстан), совместные прогулки, празднование дней рождения, формирование устойчивых дружеских связей.","И мы начали дружить. Я, Артём и Слава Сухоставский. Вот нас уже трое стало.","радость, сплочённость","дружба, общность, поддержка","Детские и подростковые дружбы часто строятся на общих корнях и опыте миграции, что способствует формированию групповой идентичности.",узел,школа,,,
7,"7 класс, подростковый возраст",Первые опыты с алкоголем и ночёвки вне дома,"Впервые пробует алкоголь на дне рождения одноклассника, ночует вне дома с одобрения родителей, переживает новые ощущения и границы взросления.","Я вот помню, как отель Воспоминания еще бы. И как ещё и, да, там, с девочкой, грубо говоря, ну, так, просто поспал. Первый раз, наверное. Ну да, первый раз.","волнение, новизна, лёгкая тревога","самостоятельность, доверие, экспериментирование","Первые опыты с алкоголем и ночёвки вне дома — важные ритуалы перехода во взрослость, сопровождающиеся поиском границ дозволенного.",перелом,"школа, семья",,,
8,"7 класс, подростковый возраст",Компьютерный клуб и новые формы досуга,"Появление компьютерного клуба, открытого корейской семьёй, становится новым центром притяжения для подростков, меняет структуру досуга и коммуникаций.","открылся компьютерный клуб. были его корейцы. Потому что чётко помню, там у них владелец был. Я сейчас понимаю, что это владелец. Для меня это тогда просто дядя был. Кореец.","интерес, увлечённость","новизна, общение, технологичность","Компьютерные клубы в 2000-х становятся важным пространством социализации подростков, формируют новые практики досуга и коммуникации.",эпизод,коммерческий клуб,,платные услуги компьютерного клуба,
1,"подростковый возраст, 7-8 класс",Компьютерный клуб и увлечение играми,"Респондент рассказывает о своем увлечении компьютерными играми, посещении компьютерного клуба, где познакомился с новыми играми и начал регулярно туда ходить. Это стало важной частью его досуга и способом социализации.","И вот тогда первый раз для меня это было просто что-то, такая графика, полностью прорисованный человек, полностью свободный мир, то есть нет никаких границ, ты можешь бежать куда хочешь, делать что хочешь, бить кого хочешь.","восторг, увлеченность, азарт","новизна, свобода, самостоятельность, дружба","Компьютерные клубы в 2000-х были важным пространством социализации подростков, особенно для тех, у кого дома не было мощной техники. Это место формирования новых социальных связей и освоения цифровой культуры.",эпизод,компьютерный клуб,,"покупка времени в клубе, траты на сигареты и пиво",
2,"подростковый возраст, 7-8 класс",Дружба и совместные приключения,"Респондент описывает, как сдружился с двоюродным братом Игорем, вместе выпрашивали у родителей разрешение на ночные посиделки в клубе, а также делились опытом самостоятельности и хитрости.","Мы сначала шли к его маме и говорили, что Моя мама не против и отпускает нас, и он просил её, чтобы она его тоже отпустила. Потом мы шли к моим, и говорили всё то же самое, только это.","задор, веселье, чувство единства","дружба, самостоятельность, приключения","Подростки часто используют коллективные стратегии для получения желаемого, демонстрируя ранние навыки переговоров и солидарности.",эпизод,"семья, компьютерный клуб",,"расходы на клуб, сигареты, пиво",
3,"подростковый возраст, 7-8 класс",Подарки и финансовая самостоятельность,"Респондент отмечает, что с седьмого класса стал просить дарить деньги на день рождения, чтобы самостоятельно распоряжаться ими.","У меня, кстати, вот где-то с седьмого класса на день рождения начали строго деньги дарить, потому что когда меня спрашивали, что нужно, я говорил, что лучше деньги, потому что, ну, если что, я сам все куплю.","уверенность, самостоятельность","самостоятельность, рациональность","Переход к денежным подаркам отражает рост самостоятельности и ориентацию на индивидуальные потребности, а также доверие со стороны семьи.",декларация,семья,,личное распоряжение деньгами,
4,"подростковый возраст, 7-8 класс",Путешествие в Красноярск/Байкальск и поиск компьютерного клуба,"Во время семейной поездки на Байкал респондент проявляет самостоятельность, отправляясь искать компьютерный клуб в незнакомом городе, что становится для него приключением.","Я говорю родителям, я пойду поищу здесь компьютерный клуб. В Красноярске в этом. Или в Байкальске. Ну, где-то там.","любопытство, самостоятельность, легкое волнение","самостоятельность, исследование, увлеченность","Даже в поездках подросток ищет привычные формы досуга, что говорит о важности цифровой социализации и формировании новых привычек.",эпизод,"семья, компьютерный клуб",,оплата клуба,
5,"подростковый возраст, 7-8 класс",Горные лыжи и семейный досуг,"Респондент вспоминает катание на горных лыжах с семьей в Байкальске и Москве, отмечая разницу в впечатлениях.","На горных лыжах я и в Москве пробовал в Крылатском кататься с отцом-мужчиной. Но здесь намного интереснее было, конечно.","удовольствие, ностальгия","семейные отношения, активный отдых",Семейные поездки и совместный досуг способствуют укреплению семейных связей и формируют позитивные воспоминания.,эпизод,семья,,,
6,"подростковый возраст, 7-8 класс",Школьные дискотеки и первые эксперименты с алкоголем,"Респондент рассказывает о школьных вечерах, где с друзьями приносили алкоголь и тайно употребляли его, несмотря на контроль учителей.","В школе на раздевалку вот как раз с этим Славой и Артёмом принесли этот... Как его? Коктейль был, Апсентер назывался. Маленький баночка. Вкусный так.","веселье, озорство, легкое напряжение","дружба, приключения, самостоятельность",Эксперименты с алкоголем в подростковом возрасте часто связаны с желанием самоутвердиться и испытать границы дозволенного.,эпизод,школа,,покупка алкоголя,
7,"подростковый возраст, 7-8 класс",Дружба и ночные посиделки у Валентина,"Респондент описывает дружбу с Валентином, ночные встречи у него дома, совместный просмотр клипов, прослушивание музыки и заказы пиццы.","У него оставались какие-то клипы смотрели, музыку слушали, пиццу заказывали.","уют, радость, чувство принадлежности","дружба, свобода, доверие",Доверие родителей и возможность ночевать у друзей свидетельствуют о высокой степени самостоятельности и доверия в семье.,эпизод,семья,,заказ пиццы,
8,"подростковый возраст, 7-8 класс",Отказ от карате и смена интересов,"Респондент рассказывает о том, как перестал заниматься карате, предпочтя проводить время с друзьями и гулять.","В карате я потом перестал ходить. Сказал, что не хочу просто. Не знаю, почему. Ну, как-то не хочу. Времени хочется тратить.","безразличие, легкая усталость","свобода выбора, дружба","Смена интересов в подростковом возрасте — типичное явление, связанное с поиском себя и переоценкой приоритетов.",декларация,спортивная секция,,,
9,"подростковый возраст, лето после 7-8 класса",Летние поездки в Крым и семейные перемещения,"Респондент описывает ежегодные летние поездки в Крым, где семья строила дом, а позже туда переехали бабушка и дедушка из Казахстана.","Лето — это опять Крым. Все, в принципе, то же самое. То есть дом потихоньку строился. Мы там так же купались, плавали, загорали.","спокойствие, стабильность, семейное тепло","семья, традиции, стабильность",Сезонные миграции и строительство собственного дома — важный элемент семейной идентичности и долгосрочного планирования.,узел,семья,строительство и заселение дома в Крыму,,
10,"подростковый возраст, переход 8-9 класс",Переезд бабушки и дедушки из Казахстана в Крым,"Бабушка и дедушка респондента после выхода на пенсию продают все в Казахстане и переезжают в Крым, помогая семье финансово.","Бабушка с дедушкой уже переехали тоже в Крым с Казахстана продали В этот дом, который вы построили.","удивление, уважение, благодарность","семейная поддержка, преемственность, трудолюбие",Миграция старшего поколения и поддержка молодых семей — характерная черта постсоветских семейных стратегий.,узел,семья,дом в Крыму,продажа недвижимости в Казахстане,
11,"подростковый возраст, конец 8 класса",Конфликт в школе и перевод в другую школу,Из-за конфликта с одноклассником и последующего инцидента респондент вынужден перевестись в другую школу.,"И вот, получается, почти под конец восьмого класса я перевёлся в школу 1968. Она была чуть дальше.","разочарование, тревога, принятие","справедливость, дружба, защита слабых","Школьные конфликты и вынужденные переводы часто становятся переломными моментами в биографии подростков, влияя на их дальнейшую социализацию.",перелом,школа,,,
12,"подростковый возраст, 8-9 класс",Адаптация в новой школе и новые знакомства,"Респондент рассказывает о первых впечатлениях от новой школы, странных одноклассниках, но быстрой адаптации и появлении новых друзей.","Ну, так, сдружился быстро. То есть там с ребятами Женя и Витя, по-моему, было. В основном два таких ребят.","настороженность, адаптация, принятие","дружба, открытость, самостоятельность",Переход в новую школу требует от подростка быстрой адаптации и умения выстраивать новые социальные связи.,эпизод,школа,,,
13,"подростковый возраст, 8-9 класс",Сохранение старых дружеских связей и расставания,"Респондент поддерживает отношения с бывшими одноклассниками, но постепенно их пути расходятся, кто-то уезжает за границу.","Потом последний раз, когда мы с ним общались... он собирался вообще в Германию переезжать.","ностальгия, легкая грусть","дружба, память, открытость миру","Миграция и расхождение жизненных путей — частая ситуация в подростковом возрасте, влияющая на формирование идентичности.",узел,"школа, семья",,,
14,"подростковый возраст, 8-9 класс",Взаимодействие с разными компаниями и первая драка,"Респондент рассказывает о знакомстве со старшеклассниками, совместных посиделках, а также о единственной драке, после которой больше не участвовал в конфликтах.","Ну, что-то мы там подрались, потом он на меня навалился, и, получается, я чувствую, у меня что-то хрустнуло, вот, и рука не метничала... В итоге, после этой драки. После этого у меня драк не было вообще.","боль, разочарование, принятие","миролюбие, опыт, взросление",Физические конфликты часто становятся для подростков уроком и поводом для переосмысления поведения.,перелом,школа,,,
1,детство — ранний подростковый возраст,Семейный отпуск и авария в Крыму,"Респондент вспоминает семейную поездку в Крым, где произошла авария с участием его родителей. Это событие стало ярким воспоминанием детства и повлияло на восприятие семейной сплочённости и уязвимости.","И на скорости неправильно вошел и, получается, влетел под КАМАЗ, прямо под переднюю ось. Но благо, что даже ничего не сломал, ничего не поцарапал.","тревога, облегчение","семья, безопасность, поддержка","Семейные поездки и совместные переживания формируют чувство принадлежности и доверия внутри семьи. Авария становится маркером уязвимости, но также демонстрирует ресурсность семьи (эвакуация машины, поддержка друг друга).",эпизод,семья,False,,
2,"подростковый возраст, 7-9 класс",Переход в новую школу и отношение к учёбе,"Респондент описывает адаптацию в новой школе, где требования к нему были минимальны, и он чувствовал себя скорее формально присутствующим. Решение уйти после 9 класса в колледж было принято заранее.","Потому что я сказал, что, ну, я не буду оставаться на 10-11, я в колледж сразу. И считал, что это как-то более по-взрослому, что ли.","безразличие, прагматизм","самостоятельность, рациональность, минимизация усилий",Переход между образовательными учреждениями часто сопровождается снижением мотивации и формализацией отношений с учителями. Решение уйти в колледж отражает стратегию минимизации затрат и ускоренного взросления.,декларация,школа,,False,
3,"подростковый возраст, 9 класс",Первый опыт романтических отношений,"Респондент рассказывает о знакомстве и коротких отношениях с девушкой Аней, которые закончились после инцидента с алкоголем и вмешательства её семьи.","После того, как мы как-то в парке погуляли, решили попробовать настойку... пришлось ее тащить домой. Мы пока ее тащили к дому, к ее Встретили ее тетю, которая была просто в шоке от этого.","волнение, разочарование","дружба, новизна, самостоятельность",Первый опыт отношений и столкновение с родительским контролем иллюстрируют типичные подростковые поиски идентичности и границ дозволенного.,эпизод,"семья, школа",False,,
4,"поздний подростковый возраст, конец 9 класса",Планирование образовательной траектории,"Респондент осознанно выбирает колледж вместо 10-11 классов, мотивируя это возможностью быстрее поступить в университет и избежать ЕГЭ.","Я вот четко помню, что для меня было первое, это с колледжа проще в универ поступить.","уверенность, рациональность","прагматизм, целеустремлённость, самостоятельность","Выбор образовательной траектории определяется не только интересами, но и стратегиями минимизации рисков и усилий (избежать ЕГЭ, ускорить поступление в вуз).",декларация,"школа, колледж",,False,
5,"переход к юности, поступление в колледж",Поступление в колледж и выбор специальности,Респондент не смог поступить на программиста из-за нехватки баллов и выбрал юриспруденцию как более престижную альтернативу техническим специальностям.,"Хотел на программиста, но не поступил, и мне предложили по баллам «Я на юриста прохожу». Ну, как бы, либо юрист, либо холодильники собирать, естественно, я выбрал юриспруденцию.","разочарование, принятие","стремление к престижу, рациональность","Выбор специальности часто определяется не только интересами, но и социальным престижем и семейными ожиданиями. Важную роль играет доступность образования и поддержка родителей.",узел,колледж,,False,
6,"юность, первый курс колледжа",Изменение круга общения и социализация,"Поступление в колледж стало точкой смены круга общения. Старые связи ослабли, появились новые друзья, с которыми респондент до сих пор поддерживает отношения.","Я как-то для себя понял, что с этими людьми я уже так часто не буду видеться, контактировать, что мне надо там. Новое место.","легкая тревога, открытость новому","дружба, адаптация, потребность в поддержке",Переход в новое образовательное учреждение часто сопровождается сменой социальных связей и необходимостью заново выстраивать систему поддержки.,перелом,колледж,,False,
7,"юность, первый курс колледжа",Первые подработки и опыт самостоятельного заработка,"Респондент начинает подрабатывать курьером и участвует в проекте по прошивке модемов, впервые самостоятельно зарабатывает значимую сумму и покупает себе телефон.","Мы за неделю с ним все 5000 этих модемов прошили, получается, и, грубо говоря, где-то по 200-270 долларов заработали за неделю. Я еще помню, я их ходил, думал, где их обменять на рубли. Поменял их на рубли, купил себе телефон сам свой первый.","гордость, воодушевление","самостоятельность, трудолюбие, материальная независимость",Первый опыт самостоятельного заработка часто становится важной вехой в процессе взросления и формирования экономической самостоятельности.,эпизод,"рынок труда, семья",,True,
8,"юность, колледж",Впечатления от преподавателей и учебного процесса,"Респондент с теплотой вспоминает учителя физики, который делал занятия интересными и мотивировал учиться.","Учитель физики у нас там был, который всё сумки ходил, перевешивал... То есть у него реально даже, ну, как бы ребята и учились, и хотели учиться, и интересно было.","ностальгия, благодарность","интерес к знаниям, уважение к педагогам",Харизматичные преподаватели могут существенно влиять на учебную мотивацию и формировать позитивное отношение к образованию.,эпизод,колледж,,False,
