id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
11,Подростковый возраст,Самостоятельное принятие решений вопреки родителям,"В восьмом классе респондент тайно перевелся в другой класс, чтобы учиться тому, что ему интересно, и поставил родителей перед фактом.","Я тайком выучил, у меня друг был в биологическом классе, самый близкий был, и я выучил тайком биологию с химией от родителей. Пошел, сдал экзамены внутри школы. И просто потом пришел, и маму перед фактом поставил.","Решимость, тревога","Самостоятельность, стремление к самореализации",Подобные поступки свидетельствуют о формировании автономии и способности отстаивать свои интересы.,эпизод,,,,
12,Детство,Первые суицидальные мысли и отсутствие поддержки,"С 7 лет у респондента возникали суицидальные мысли, о которых он сообщал матери, но не получал отклика и поддержки.","Я помню, я лежу на кровати, и я тогда сказал родителям, маме. Я говорю, мама, мне иногда умереть хочется. Она во внимание не приняла, говорит, что ты туда чушь говоришь.","Одиночество, отчаяние","Потребность в принятии, поддержке",Игнорирование детских переживаний и отсутствие эмоциональной поддержки могут привести к формированию деструктивных стратегий совладания.,узел,,,,
13,Настоящее время,Распорядок дня и повседневные практики,"Респондент описывает свой обычный день: утренняя гимнастика, завтрак, прогулки, чтение, работа, посещение терапевтических групп, медитация, общение с друзьями и семьей.","Я хожу на группы терапию для зависимых, я пишу какие-то задания, да, специально. Вот, в какие-то дни, я там 3-4 раза в неделю посещаю там собрания для зависимых.","Стабильность, стремление к порядку","Здоровье, самодисциплина, поддержка",Структурирование дня и регулярные практики самопомощи важны для поддержания психологического благополучия.,декларация,,,,
14,Настоящее время,Отношения с семьей и друзьями,"Респондент наладил доверительные отношения с родителями, но предпочитает не делиться с ними внутренними переживаниями, а обсуждает их с психологом и друзьями.","С родителями все хорошо. Наладили контакт, доверительно, ну, как сказать, доверительно, то есть мы доверяем друг другу, но вот какие-то моменты там, внутренние переживания, я все-таки понял, что их лучше не рассказывать.","Умеренное удовлетворение, осторожность","Доверие, эмоциональная безопасность","Разделение сфер общения (семья — бытовое, друзья и специалисты — эмоциональное) характерно для современных молодых людей.",декларация,,,,
15,Детство,Домашние питомцы,"В детстве у респондента были домашние питомцы — пауки, которых он ценил за спокойствие и неприхотливость.","Они самые вообще спокойные, они ничего не портят, не пасут, никак не... не звучат и там корма на 50 рублей в месяц.","Улыбка, спокойствие","Практичность, любовь к животным",Выбор необычных домашних животных может говорить о стремлении к индивидуальности и потребности в спокойствии.,эпизод,,,,
1,"Выздоровление после зависимости (молодость, ранняя зрелость)",Проблемы со сном и энергией,"Респондент отмечает хронические проблемы со сном и низким уровнем энергии, которые начались после прекращения употребления веществ. Он связывает это с наследственностью и считает, что ему нужно беречь силы.","Я не высыпаюсь, да, я не высыпаюсь. И у меня это очень большая проблема. Вот еще в классе, когда я начал выздоравливать. проблемы со сном после прекращения всех этих веществ и всегда ощущение низкого уровня энергии.","усталость, фрустрация","здоровье, самосохранение, осознанность","Проблемы со сном и энергией часто сопровождают людей, проходящих через реабилитацию после зависимостей. Осознание необходимости беречь силы и управлять ресурсами — характерная черта для людей, столкнувшихся с хронической усталостью.",узел,,,,True
2,"Ранняя зрелость, профессиональный поиск",Опыт работы и отношение к трудовым условиям,"Респондент работал в разных компаниях, в том числе у друга в малом бизнесе, где условия были тяжелыми. Испытывал перегрузки, конфликты с начальством, низкую зарплату. В итоге уволился, не найдя удовлетворения.","Там условия были, откровенно говоря, ужасные. Большая перегрузка на работе, регулярные проблемы с начальником... И потом я понял, что мне не нравится, я уволился.","разочарование, усталость","самоуважение, поиск справедливых условий, независимость",Опыт работы в малом бизнесе часто сопряжен с отсутствием социальных гарантий и поддержек. Для молодых людей это может стать фактором профессионального выгорания и поиска новых путей.,эпизод,"малый бизнес, неформальная занятость",,,
3,"Ранняя зрелость, профессиональный кризис",Кризис профессиональной идентичности,"Респондент испытывает неопределенность в профессиональной сфере, пробовал себя в разных коммерческих направлениях, но не нашел подходящего. Сейчас рассматривает тендерный бизнес, предпочитает работу с документами и минимальным общением.","Кучу всего перепробовал. Везде себя попробовал коммерческой деятельности. Не подошло. Основные такие моменты. Непонятно, что делать дальше. Зарабатывать надо.","неуверенность, тревога","самореализация, финансовая стабильность, честность с собой","Поколенческий кризис профессиональной идентичности характерен для молодых людей, особенно после нестабильного опыта занятости. Склонность к проектной работе и избегание интенсивного общения может быть связана с личностными особенностями и опытом восстановления.",перелом,,,"низкая, поиск новых форм занятости",
4,"Настоящее время, досуг и саморазвитие","Хобби, досуг и саморазвитие","Респондент увлекается китайским чаем, прогулками в одиночестве, стендовым моделированием (ранее), медитацией. Спортом занимается мало из-за нехватки времени и сил. Читает психологическую и бизнес-литературу, не интересуется художественной литературой и массовой культурой.","Я люблю китайский чай... люблю прогулки один гулять... раньше увлекался стендовым моделированием... медитирую, у меня медитация час длится, я вечером час медитирую.","спокойствие, ностальгия, легкая грусть","саморазвитие, уединение, гармония","Выбор индивидуальных, созерцательных хобби и практик (чай, медитация, моделирование) может быть связан с потребностью в восстановлении и внутренней гармонии после кризисных периодов.",эпизод,,,,True
5,"Настоящее время, отношение к природе и отдыху",Отдых на природе и отношение к экологии,"Респондент предпочитает отдыхать на природе в одиночестве, любит поездки за город, не проявляет социальной ответственности по отношению к экологическим проблемам.","А именно отдохнуть, только одному поехать, котелок с собой взять, воды, мой чай. И посидеть там, попить чайку, вот это я прям с удовольствием.","умиротворение, равнодушие к общественным вопросам","уединение, личный комфорт",Потребность в уединении и индивидуальном отдыхе может быть реакцией на социальную перегрузку. Отстраненность от экологической повестки — проявление индивидуалистской позиции.,декларация,,,,True
6,"Настоящее время, повседневность",Распорядок дня и удовлетворенность жизнью,"Респондент не удовлетворен своим распорядком дня: не хватает времени и сил на желаемые занятия, приоритеты — посещение собраний, работа, учеба, медитация. Вечером ощущает истощение.","У меня не хватает сил делать то, что я хотел бы спланировать. У меня их притык не хватает.","усталость, неудовлетворенность","саморазвитие, дисциплина, честность с собой","Структурированность дня и приоритеты (собрания, работа, учеба) отражают процесс восстановления и поиска баланса между обязанностями и личными интересами.",узел,,,,True
7,"Настоящее время, социальные связи",Близкие люди и социальные связи,"Респонденту важно общение, несмотря на любовь к уединению. Основные связи — группы трезвости, школьные друзья, но с родственниками отношения поверхностные. Отмечает изменения в паттернах привязанности после терапии.","Мне очень важно общение. Я без него плохо себя чувствую. Очень плохо. Хотя, несмотря на то, что я люблю отдыхать один, мне общение важно.","признательность, некоторая отстраненность","принадлежность, поддержка, независимость","Группы трезвости становятся ключевым социальным институтом для респондента, компенсируя недостаток семейной поддержки. Изменения в паттернах привязанности — результат личной терапии.",узел,"группы трезвости, неформальные дружеские сети",,,
8,Детство и подростковый возраст,Семейные конфликты и отношения с родственниками,"В семье были конфликты, связанные с ревностью к младшему брату и отсутствием поддержки в спорте. Отношения с отцом и сестрой нейтральные или отстраненные, с матерью — сложные из-за ее психоэмоционального состояния.","Внутри семьи основная масса конфликтов была из-за того, что я ревновал моего младшего брата к моей маме... И у меня не было поддержки от родителей, от семьи. Они боялись, что меня забьют все время.","обида, грусть, принятие","справедливость, признание, независимость",Семейные конфликты и отсутствие поддержки в детстве формируют паттерны поведения и отношения к близким во взрослой жизни. Эмоциональная дистанция с родственниками — защитная реакция.,эпизод,,,,True
9,Подростковый возраст — настоящее время,Отношение к семейным традициям,"Респондент не придает значения семейным традициям, в подростковом возрасте даже провоцировал конфликты на праздниках. Сейчас предпочитает минимальное участие в семейных сборах.","Я не хотел садиться, гулять, Я специально так взял, чтобы всем плохо было, конфликтов было. Потому что мне очень нравилось, что меня против моей воли куда-то там тащат.","отчуждение, равнодушие","автономия, свобода выбора",Отстраненность от семейных традиций может быть следствием конфликтного опыта и стремления к самостоятельности.,декларация,,,,True
10,"Взрослая жизнь, личная жизнь",Отношение к отсутствию отношений и переживание одиночества,"Респондент тяжело переживал отсутствие отношений, особенно в начале трезвости, но со временем научился принимать ситуацию и продолжает попытки завести отношения, несмотря на неудачи.","Когда уже прошел, прожил все эти кризисы, уже такой думаешь, ну блин, да.","принятие, спокойствие, ранее — страдание","саморазвитие, принятие себя, настойчивость","Переосмысление личной жизни и принятие одиночества — важный этап в процессе восстановления после зависимости. Акцент на действиях, а не на результатах.",перелом,,,,True
11,"Взрослая жизнь, взгляды на будущее",Отношение к детям и страхи по поводу будущего семьи,"Респондент положительно относится к детям, но испытывает страхи, связанные с возможной передачей психических проблем и финансовой нестабильностью. Осознает влияние семейных установок на собственное отношение к деньгам и воспитанию.","Я боюсь что он проживать такую же боль как и я плюс есть финансовые страхи... Когда у меня появлялись какие-то деньги, я боялся. Я только сейчас учусь это делать.","тревога, забота, рефлексия","ответственность, честность, забота о будущем",Страхи по поводу передачи негативных сценариев и финансовой неустойчивости типичны для людей с опытом семейных трудностей и экономии. Осознанность этих паттернов — шаг к их преодолению.,декларация,,нет,"низкая, опасения по поводу финансового обеспечения семьи",
1,"Молодость, взросление",Дружба и социальные связи,"Респондент делит друзей на две категории: одни — для эмоциональной и материальной поддержки, другие — для приятного времяпрепровождения. Он ценит обе группы, но обращается за помощью только к тем, кому доверяет. Конфликты с друзьями чаще всего связаны с нехваткой внимания или бытовыми разногласиями, но обычно решаются обсуждением.","Есть друзья, которым я могу обратиться за помощью... Есть друзья, с которыми я могу просто встретиться и много посмеяться... Я никогда в жизни не обращаюсь к ним за помощью.","Рефлексивность, некоторая уязвимость, благодарность","Доверие, поддержка, честность, эмоциональная близость","Респондент осознаёт сложность и многослойность дружеских отношений, разделяя их по функциям. Это отражает современную тенденцию к дифференциации социальных связей и осознанному подходу к выбору круга общения.",эпизод,,,,False
2,"Переходный период, восстановление",Конфликты и потребность во внимании,"В период восстановления респондент особенно остро нуждался во внимании друзей, что приводило к конфликтам, если его ожидания не оправдывались. Он признаёт, что раньше не мог сам себе дать опору и зависел от поддержки окружающих.","Я на тот момент выздоравливал, и для меня момент внимания человеческого был очень важен. Я не мог сам себе дать какое-то внимание, опору.","Уязвимость, обида, зависимость","Внимание, поддержка, эмоциональная безопасность",Периоды личностных кризисов усиливают зависимость от социальных связей. Для респондента дружба становится способом компенсировать внутренний дефицит поддержки.,эпизод,,,,False
3,"Молодость, рефлексия",Самоидентификация через окружение,"Респондент замечает, что его друзья — отражение его самого. Он пытался сменить окружение, но отмечает, что общество выбирает человека, а не наоборот. Взаимный выбор друзей и партнёров происходит через социальные фильтры и совпадение ценностей.","Я обратил внимание, что я есть то общество, к которому я дохожу. И в первую очередь, знаете, сначала общество меня выбирает, а не я общество.","Осознанность, принятие, лёгкая ирония","Аутентичность, честность, совпадение ценностей","Респондент демонстрирует высокий уровень рефлексии, осознавая механизмы формирования социальных групп и свою роль в них. Это характерно для молодых людей, стремящихся к самопознанию.",декларация,,,,False
4,"Настоящее время, ранняя взрослость",Здоровье и ограничения,"Респондент страдает от спортивного артроза стоп, что ограничивает его возможности работать на ногах и вынуждает искать сидячие подработки. Он адаптировался к состоянию, минимизирует нагрузки и старается не напрягаться.","У меня беспокоит артроз, у меня спортивный артроз. На стопах. Сегодня у меня прям сильно ноги болят. Но я привык к этому.","Смирение, адаптация, лёгкая тревога","Здоровье, адаптивность, самостоятельность",Хронические заболевания в молодом возрасте формируют особую стратегию адаптации и влияют на выбор профессии и образ жизни.,узел,,,Ограничено из-за здоровья,False
5,Настоящее время,Питание и забота о себе,"Питание респондента несбалансированное, он отмечает пристрастие к сладкому и вредной пище. Были попытки изменить рацион, но они не увенчались успехом. Медитации и витамины используются для поддержания самочувствия.","В последнее время пристрастился к базировкам и сладким... у меня была попытка недавно сесть на диету, я питался овощами, у меня от них плохо стало.","Раздражение, усталость, попытка контроля","Здоровье, саморегуляция, поиск баланса","Проблемы с питанием и попытки изменить привычки типичны для молодых людей, сталкивающихся с самостоятельной организацией быта.",эпизод,,,,False
6,Детство — юность,Отношение к медицине и опыт семьи,"В детстве респондент сталкивался с гомеопатией по инициативе матери, что оставило негативные воспоминания. Сейчас он сторонник доказательной медицины, предпочитает обращаться к врачам и принимать назначенные лекарства.","Когда у меня температура 40, я трясусь буквально в припадке, мне дают шарики, и оно не проходит... Потом мне дают антибиотики, врач прописывает. Я выздоравливаю за два дня.","Раздражение, благодарность, уверенность","Рациональность, доверие к науке, прагматизм",Личный негативный опыт с альтернативной медициной формирует устойчивое доверие к официальной медицине и скепсис к нетрадиционным практикам.,перелом,"Семья, система здравоохранения",,,False
7,Настоящее время,Взаимодействие с медициной,"Респондент предпочитает частные клиники из-за лучшего сервиса, но отмечает высокую стоимость услуг. В государственную медицину обращается только при необходимости бесплатных обследований. К врачам ходит нерегулярно, в основном по острой необходимости.","В частную поликлинику. В государственную они идут только потому, что бесплатно обследование пройдено.","Прагматизм, недоверие, разочарование","Качество, сервис, самостоятельность","Выбор между государственной и частной медициной обусловлен качеством услуг и финансовыми возможностями, что типично для молодых горожан.",декларация,,,Платные медицинские услуги,False
8,Настоящее время,Финансовое положение и поддержка семьи,"Респондент живёт с родителями, не платит за жильё и еду, что считает существенной финансовой поддержкой. Его доходы нестабильны, состоят из подработок, основная часть уходит на оплату учёбы и личные расходы.","То, что я живу с родителями, это уже как бы я за квартиру не плачу, я считаю, что это финансовая поддержка.","Благодарность, реализм","Семейная поддержка, образование, самостоятельность",Семейная поддержка остаётся важным ресурсом для молодых людей в условиях высокой стоимости жизни в мегаполисе.,узел,Семья,True,"Частичная, за счёт подработок",False
9,Настоящее время,Финансовые траты и приоритеты,"Основные траты респондента — мелкое питание, одежда, связь, интернет, оплата психолога и учёбы. Он не платит за жильё и еду дома, что позволяет направлять доходы на личные нужды.","В основном мелкое питание, какой-то перекус... Психолога оплачиваю.","Практичность, рациональность","Психологическое здоровье, образование, личные потребности",Приоритеты в расходах отражают ценность образования и психического здоровья для молодого поколения.,эпизод,,,Платные образовательные и психологические услуги,False
1,Студенчество,Критика образования и опыт работы,"Респондент выражает сильное недовольство качеством образования в университете, отмечая несоответствие теории и практики, а также высокую стоимость обучения. Параллельно он работал в мебельной студии у друга-предпринимателя, где получил более ценные знания по менеджменту.","Я высказывал свое мнение преподавателям на тему, что у нас не обучают. У нас предмет менеджмента, он ничего общего не имеет с менеджментом.","Негодование, разочарование","Практические знания, справедливость, самостоятельность",Респондент демонстрирует критическое отношение к формальному образованию и ценит неформальное обучение через практику. Высокая стоимость образования и его низкое качество вызывают у него протест и ощущение несправедливости.,декларация,"ВУЗ, мебельная студия",,"частичная (работа у друга, оплата обучения)",True
2,"Молодость, начало самостоятельной жизни",Финансовые трудности и кредит,"Из-за резкого ухудшения финансового положения респондент был вынужден взять кредит, что привело к значительным долгам. Он столкнулся с трудностями в управлении личными финансами.","Я взял кредит, и у нас резко потоки доходов обрубились. Я вылетел в еще большие долги, до 100 тысяч долларов дошел.","Тревога, стресс","Финансовая стабильность, ответственность","Опыт долгов и кредитов типичен для молодых людей, сталкивающихся с самостоятельной жизнью и недостатком финансовой грамотности. Это формирует у респондента осторожное отношение к деньгам и долгам.",перелом,Банк (кредитование),,"активная (кредит, долги)",True
3,Начало трудовой деятельности,Работа и финансовые ожидания,"Респондент работал с ожиданием повышения зарплаты, но этого не произошло. Значительная часть дохода уходила на оплату учебы, что приводило к постоянному дефициту средств.",У меня заработная плата максимум была как раз-таки 50 тысяч... Половина на учебу уходит сразу.,"Разочарование, усталость","Самореализация, финансовая независимость","Молодые специалисты часто сталкиваются с несоответствием ожиданий и реальности на рынке труда, что усиливает финансовое давление и влияет на жизненные стратегии.",эпизод,"Работодатель, ВУЗ",,"активная (работа, оплата услуг)",True
4,"Личная жизнь, повседневность",Потребительское поведение и поддержка близких,"Респондент доверяет выбор одежды подруге, признавая отсутствие вкуса. Покупкой продуктов занимается сестра.","В деле я одежду прошу выбирать мою подругу, потому что я абсолютно не имею вкуса никакого.","Признательность, самоирония","Доверие, поддержка близких","В повседневных вопросах респондент полагается на помощь семьи и друзей, что характерно для молодых людей, находящихся в процессе становления самостоятельности.",эпизод,"Семья, друзья",,пассивная (делегирование выбора),True
5,Рефлексия и самоопределение,Отношение к деньгам и финансовые страхи,"Респондент осознал, что деньги для него важны, но испытывает страх перед большими суммами и не умеет ими распоряжаться. Финансовые цели не достигаются, он ищет профессиональную нишу по интересам.","Я понял, что я боюсь денег больших. Для меня даже зарплата, если 100 тысяч будет, это стресс такой.","Тревога, неуверенность","Самопознание, честность с собой","Финансовая тревожность и неуверенность в обращении с деньгами — частая проблема у молодых людей, не имеющих опыта финансового планирования.",декларация,,,ограниченная (отсутствие финансовых целей),True
6,Профессиональное самоопределение,Поиск профессиональной ниши и препятствия,Главным препятствием для роста дохода респондент считает недостаток коммуникативных навыков для работы с клиентами. Он предпочитает административную и управленческую деятельность.,"То, что связано с продажами, это не мое. То есть мне надо себя пробовать в более административной деятельности, управленческой.","Осознанность, надежда","Профессиональное развитие, реализм","Респондент осознает свои сильные и слабые стороны, что свидетельствует о процессе профессионального самоопределения и поиске подходящей сферы деятельности.",узел,,,потенциальная (поиск работы по интересам),True
7,Подростковый возраст,Опыт взаимодействия с полицией,"В подростковом возрасте респондент попадал в полицию из-за драк и употребления алкоголя, но серьезных последствий не было. Взрослея, вызывал полицию по бытовым вопросам.","Я там подрался, я помню, 13 лет ему упал в полицию... Потом меня в нетрезвом, видите, там с алкоголем задерживали неоднократно на улице.","Безразличие, легкая ирония","Справедливость, удача",Опыт взаимодействия с полицией в подростковом возрасте часто формирует отношение к государственным институтам и закону.,эпизод,Полиция,,,True
