id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
11,Студенчество,Учёба в университете и профессиональное самоопределение,"Учёба на лингвистическом факультете соответствовала интересам респондента. Получал знания по разным дисциплинам, рассматривал возможность второго высшего образования. Пробовал себя в журналистике, что расширило профессиональные горизонты.",к концу учебы я понял что не обязательно там идти работать по тому профиль который у тебя стоит в дипломе ты можешь просто использовать эти знания работать где-то кем-то еще,"открытость, интерес","самоопределение, широта взглядов, профессиональная мобильность","Поколенческий сдвиг: отказ от жёсткой привязки к диплому, ориентация на гибкость и расширение профессиональных возможностей.",узел,"университет, рынок труда, СМИ",,расширение профессиональных возможностей,
1,Начало профессиональной карьеры после института,"Первые шаги в профессии, освоение новых компетенций","После окончания института респондент начал работать переводчиком на предприятии, связанном с микроэлектроникой и внешнеэкономической деятельностью. Помимо перевода документов, он приобрел навыки в снабжении и логистике, что подтолкнуло его к идее профессиональной переквалификации.","пришел к идее тому, что может действительно стоит переквалифицироваться немного, чтобы представлять что-то из себя. не только как лингвист-переводчик, а в том числе, например, как менеджер по закупкам, по импорту, по экспорту.","любопытство, стремление к развитию","профессиональный рост, саморазвитие, адаптивность","Типичная для молодых специалистов ситуация: старт по специальности, быстрое расширение функционала, поиск новых профессиональных идентичностей на стыке компетенций.",эпизод,предприятие по производству микроэлектроники,,начало участия в рынке труда,True
2,Ранний этап профессионального становления,Освоение новых знаний и профессиональных сфер,"Работая на первом предприятии, респондент начал самостоятельно изучать технические и бизнес-аспекты (физика, микроэлектроника, программирование, инкотермс, логистика), но отказался от второго высшего образования из-за нецелесообразности.","А проходить ещё одно высшее образование ради одного работодателя довольно накладно. Я, в общем, эту идею оставил, но начал уже интересоваться, изучать, скажем, инкотермс.","рациональность, прагматизм","самообразование, практичность, экономия ресурсов","Показательна стратегия самообразования вместо формального образования — характерно для молодых специалистов, стремящихся быстро адаптироваться к требованиям рынка.",эпизод,первое предприятие,,расширение профессиональных компетенций,True
3,Переход к следующему этапу карьеры,Поиск новых возможностей и переход на новое место работы,После трех лет работы на первом предприятии респондент столкнулся с отсутствием карьерных перспектив и неудовлетворительной зарплатой. Он разместил резюме и получил предложение от крупного автозавода в Ульяновске.,"Понял, что на том месте перспектив больших нет. Меня, скажем так, не отказывали давать делать прибавки, хотя сделали это коллеги, которые сидели рядом со мной. Ну, мотивируя тем, что у неё есть дочка, А у меня детей не было.","разочарование, решимость","справедливость, карьерный рост, самостоятельность",Важный момент — осознание ограничений на старом месте и активное использование цифровых платформ для поиска работы. Также проявляется гендерно-семейная аргументация в кадровых решениях.,перелом,Солерс (УАЗ),,"активный поиск работы, смена работодателя",True
4,Стабильный этап профессиональной жизни,Долгосрочная работа на крупном предприятии,"На УАЗе респондент проработал около 10 лет, занимаясь поиском производителей запчастей, переговорами, командировками за границу. Работа дала опыт в международной логистике и бизнесе, но сопровождалась бюрократическими трудностями.","я был, получается, винтиком одного большого-большого механизма... наше предприятие представлялось таким многоголовым змеем. Где одна голова хочет направо, другая голова хочет налево, третья никуда не хочет, а голова топ-менеджмента матерится, что змей не летит ни в какую сторону.","гордость, интерес, фрустрация","командная работа, профессионализм, структурированность","Опыт работы в крупной корпорации с ее иерархией и бюрократией, а также международными контактами. Важна метафора 'винтик' — ощущение своей роли в большой системе.",узел,УАЗ (Солерс),,"долгосрочная занятость, международные связи",True
5,Профессиональные перемены и поиски,"Смена рабочих мест, адаптация к разным корпоративным культурам","После УАЗа респондент несколько раз менял работу, пробовал себя в разных компаниях, сталкивался с разными стилями управления и корпоративными культурами. В итоге ушел в логистику.","Мне мой руководитель прямо сказал, что, мол, слушай, я вижу, что ты человек типа того системы, что ты любишь работать по директиве, по команде, по указке, по бумажке. А, мол, у нас, мол, динамичная, маленькая, просто была небольшая организация. Что у нас, мол, надо все делать по свистку, нормально. угадывать мои мысли.","раздражение, неуверенность, поиск","структурность, четкость, профессиональная идентичность","Ярко проявляется конфликт между личными профессиональными установками и требованиями гибких, неформализованных организаций. Важна потребность в четких регламентах.",эпизод,"разные компании, перевозчик",,"частая смена работодателей, поиск подходящей среды",True
6,Текущий этап жизни,"Работа и жизнь в небольшом городе, стабильность","В настоящее время респондент работает ведущим специалистом на предприятии, производящем автозапчасти для КАМАЗа и других заводов. Живет в небольшом городе, доволен размеренным ритмом жизни и наличием собственного жилья.","мне тут, что мне тут нравится, что тут как бы у нас относительно такой небольшой город, с относительно приемлемыми ценами, удобный в плане, комфортный у нас, пробки бывают, дай бог, раз в пять в году перед дорожными переездами, да, то есть у нас, скажем так, такая простая, размеренная жизнь, есть свое жилье","удовлетворение, спокойствие","стабильность, семейное благополучие, комфорт","Переезд в малый город ради работы и семьи, ориентация на стабильность и качество жизни, наличие собственного жилья как важный маркер статуса.",узел,предприятие по производству автозапчастей (КАМАЗ и др.),"есть собственное жилье, приобретено с помощью кредита",,True
7,Семейный этап,"Создание семьи, рождение ребенка, поддержка родственников","Респондент женился после года отношений, у него первый официальный брак, были и гражданские отношения до этого. Рождение ребенка после 30 лет, супруга в декрете, родители обеих сторон помогали с ребенком.","Понятно, что там со всеми взлетами и падением было, и ссорились, и тяжело было с маленьким ребенком. Особенно в декретное время, потому что ребенок требовал помощи.","откровенность, благодарность, усталость","семья, поддержка, ответственность","Типичная для среднего класса семейная траектория: официальный брак, рождение ребенка после 30, опора на помощь родителей, распределение ролей в декрете.",эпизод,,,,True
8,Переезды и попытки миграции,"Переезды между городами, неудачная попытка закрепиться в Москве","Респондент переезжал между Ульяновском и Дмитровградом, пробовал переехать в Москву, но столкнулся с высокой конкуренцией и ощущением ненужности. В итоге вернулся обратно.","Я там почувствовал себя никому не нужным... Я понял так, что в Москве действительно людей много, конкуренция высокая.","разочарование, одиночество","самостоятельность, реализм, прагматизм","Показательна неудачная попытка закрепиться в столице — типичный опыт для региональных специалистов, сталкивающихся с барьерами на рынке труда мегаполиса.",перелом,,,попытка трудовой миграции,True
9,Преодоление жизненных трудностей,"Стресс, адаптация к переменам, выработка устойчивости","Респондент описывает, как научился справляться со стрессом от переездов и смены работы. С опытом отношение к переменам стало спокойнее, выработалась стратегия постепенного решения проблем.","после первого-второго раза уже это все, к смене работы относишься более, что ли, так, ну, пофигистически, скажем так, и уже понимаешь, что это все было, это пережило, это не смертельно, стало быть, переживем следующее.","устойчивость, спокойствие","адаптивность, рациональность, жизненный опыт","Формируется зрелая стратегия преодоления жизненных трудностей, характерная для людей с богатым опытом перемен.",декларация,,,,True
10,Рефлексия и жизненные выводы,"Оценка жизненного пути, универсальные уроки","Респондент подчеркивает, что везде приходится рассчитывать только на себя, а уровень жизни — результат собственной работы над собой.","что нигде легко не бывает, что нигде никто тебя не ждет. Там с растертыми объятиями везде. Люди живут по-разному. своими знаниями умениями что все по сути твой уровень жизни это результат твоего твоей работы над собой","реализм, философичность","самостоятельность, трудолюбие, ответственность","Классическая установка на индивидуальную ответственность и самореализацию, свойственная современному среднему классу.",декларация,,,,True
11,Текущий повседневный уклад,"Распорядок дня, баланс работы и личной жизни","Респондент описывает типичный будний день: ранний подъем, дорога на работу, стандартный рабочий день, вечер с семьей, отдых, помощь родителям на даче летом. В работе есть возможность планировать задачи, но бывают срочные дела.","обычно встаю где-то пол седьмого утра... С 8 обычно и до 16.40 у меня стандартный рабочий день... Потом, как правило, к шести я старался быть дома, совместный ужин.","спокойствие, удовлетворение","рутинность, семейность, трудолюбие","Типичный для стабильного среднего класса уклад: баланс между работой и семьей, умеренная занятость, участие в жизни родителей.",эпизод,,есть собственное жилье,,True
12,Текущий профессиональный статус,"Рабочие обязанности, взаимодействие с людьми, корпоративная культура","Работа предполагает самостоятельное планирование задач, но есть срочные и долгосрочные дела. Много взаимодействия с людьми, что респонденту нравится. Организация частная, с определенной свободой в графике.","мне нравится работать с людьми. Вот как раз думаю то, что вот благодаря чему я и выбрал, собственно, эту сферу, что там, ну, и нужно работать с людьми.","удовлетворение, интерес","коммуникабельность, самостоятельность, гибкость","Важна ориентация на межличностное взаимодействие и самостоятельность в работе — черты, востребованные в современной экономике.",декларация,частная компания,,стабильная занятость,True
1,"Зрелый возраст, работа на предприятии",Социальные гарантии и льготы на работе,"Респондент рассказывает о различных социальных льготах, предоставляемых предприятием: ДМС, субсидированные обеды, 13-я зарплата, премии, подарки детям, путевки в лагеря и санатории.","Предприятие оплачивает нам ДМС, добровольную медицинскую страховку. У нас субсидируются обеды... путевки в летний лагерь, в том числе языковой лагерь детей... можно получить субсидирование поездки в санаторий.","Удовлетворение, спокойствие","Стабильность, забота о семье, социальная защищенность","Респондент ценит социальные гарантии, предоставляемые крупным предприятием, что типично для постсоветской трудовой культуры. Льготы воспринимаются как часть нематериальной мотивации и поддержки семьи.",эпизод,Промышленное предприятие,,False,
2,"Родительство, зрелый возраст",Использование корпоративных льгот для семьи,"Респондент рассказывает, что дочь ездила в языковой лагерь по путевке от предприятия, сам пока не пользовался санаторными путевками из-за очередности.","Дочка один раз ездила в лагерь Smart, где помимо отдыха изучали английский. Я еще толком не ездил, потому что очередность.","Спокойствие, легкая неудовлетворенность","Забота о детях, равенство возможностей","Корпоративные льготы воспринимаются как важный ресурс для семьи, но доступ к ним ограничен очередностью, что отражает советскую традицию распределения благ.",эпизод,,False,,
3,"Зрелый возраст, профессиональная самореализация",Отношение к работе и профессиональной роли,"Респондент считает свою работу важной, ощущает уважение и ценность, но отмечает, что оптимизация привела к сокращениям по сравнению с советским временем.","Обеспечение предприятия грузами и поставками – это достаточно серьезная роль. Потому что без этого оно не сможет существовать, производить свою продукцию.","Гордость, легкая ностальгия","Профессионализм, ответственность, уважение","Респондент идентифицирует себя с важной функцией на предприятии, отмечает изменения в трудовой культуре и структуре занятости.",декларация,Промышленное предприятие,,,
4,"Зрелый возраст, профессиональная саморефлексия",Размышления о карьерном росте и ответственности,"Респондент задумывается о возможности карьерного роста, но сомневается, готов ли он к большей ответственности и цене ошибок руководителя.","Можно, конечно, претендовать на большее... Вопрос, а потянешь ли ты это, потянешь ли ты этот груз ответственности... Цена ошибки может быть высока.","Сомнение, осторожность","Ответственность, саморефлексия, реализм","Респондент демонстрирует зрелое отношение к карьерным амбициям, осознает риски и ограничения, что характерно для людей с опытом работы в стабильных организациях.",узел,,,,
5,"Зрелый возраст, баланс работы и личной жизни","Досуг, хобби и личное время","Респондент старается находить время для себя, занимается хобби, читает, переводит, посещает театры и концерты, гуляет пешком.","Я как бы не, как вам сказать, стараюсь заниматься, увлекаться чем-то еще... когда нет больших напрягов на основной работе, я вот, так сказать, ищу возможности.","Удовлетворение, спокойствие","Саморазвитие, разнообразие, личная свобода","Респондент стремится к гармонии между работой и личной жизнью, ценит возможность заниматься любимыми делами.",эпизод,,,,
6,"Зрелый возраст, семейная жизнь",Отдых и отпуск,"Отпуск респондента связан с дачей и помощью родственникам, особенно на участке родителей супруги. Отдых воспринимается как полезная и необходимая помощь семье.","Как правило, все это время связано с уборкой урожая или помощью с уборкой урожая. Соответственно, их проводят на дачу.","Смирение, легкая усталость, долг","Семейная поддержка, трудолюбие, коллективизм","Отпуск используется не для личного отдыха, а для поддержки семейного хозяйства, что типично для российских семей среднего класса.",эпизод,,False,,
7,"Зрелый возраст, семейная жизнь",Распорядок дня и семейный быт,"Респондент описывает типичный распорядок дня: работа, возвращение домой, ужин, время с семьей, чтение, сериалы, домашние дела.","Как правило, до пяти вы в шесть уже пытаетесь быть дома... Вечером ужин, время с семьей, почитать сериалы и так далее.","Удовлетворение, рутина","Семейность, стабильность, порядок","Распорядок дня отражает ценности стабильности и семейного уюта, характерные для зрелого возраста.",эпизод,,,,
8,"Зрелый возраст, семейная жизнь",Близкие отношения и семейные ценности,"Респондент разрывается между супругой, ребенком, своими и ее родителями. Отношения с родителями стали более отдаленными, но остаются важными.","Я сейчас разрываюсь в таком треугольнике между супругой, ребенком, своими родителями и ее родителями.","Рефлексия, легкая грусть","Семья, забота о близких, ответственность",Респондент испытывает типичное для зрелого возраста давление множественных семейных ролей и обязанностей.,узел,,,,
9,"Взросление, переход к самостоятельности",Изменение отношений с родителями,"Отношения с родителями менялись: в детстве близость, в подростковом возрасте — дистанция, после начала самостоятельной жизни — отдаление.","Потом уже после того, как встал на ноги и начал работать, получается, что целиком-целиком оторвался от родительской юности.","Ностальгия, принятие","Самостоятельность, уважение к родителям",Динамика отношений с родителями отражает типичный путь взросления и отделения.,эпизод,,,,
10,Детство и юность,Влияние других родственников,"Респондент вспоминает редкие, но эмоционально значимые встречи с бабушками и дедушками, отмечает их влияние и сожаление о недостатке общения.","Димочка, мы тебя так редко-редко видим. Да, их это трогало.","Теплота, легкая грусть","Семейные связи, уважение к старшим","Воспоминания о родственниках окрашены ностальгией и чувством утраты, что типично для зрелого возраста.",эпизод,,,,
11,"Зрелый возраст, семейная жизнь",Отношения с супругой,"Важны доверие, взаимоуважение, диалог и компромисс. Иногда возникают напряжения из-за разного отношения к изменениям и новым технологиям.","В первую очередь доверие, взаимоуважение, возможность всегда открыто обсудить все в диалоге.","Уважение, терпимость, легкое раздражение","Доверие, компромисс, терпимость","Респондент осознает важность диалога и гибкости в долгосрочных отношениях, отмечает различия в адаптивности к изменениям.",декларация,,,,
12,"Зрелый возраст, семейная жизнь",Финансовые отношения в семье,В семье действует принцип общей кассы и совместного принятия решений по крупным расходам. Конфликтов из-за денег нет.,"Нет такого, что мы там сидели и ждали, что вот я в этом месяце больше своих потратил, а я меньше, и вообще давай компенсируй мне все. Такого у нас нет.","Спокойствие, удовлетворение","Справедливость, партнерство, доверие","Финансовые отношения строятся на доверии и равенстве, что характерно для современных городских семей.",декларация,,,,
13,"Зрелый возраст, родительство",Отношения с дочерью-подростком,"Дочь вступает в подростковый возраст, выстраивает границы, становится более самостоятельной. Родители стараются уважать ее выбор.","Я просто понимаю, что ребенок выстраивает свои границы, выстраивает как бы свое, как сказать, ну, выстраивает свое «я», что ли, так сказать.","Понимание, терпимость, легкая грусть","Уважение к личности ребенка, самостоятельность","Респондент демонстрирует современный подход к воспитанию, признавая право подростка на самостоятельность.",эпизод,,,,
14,"Зрелый возраст, родительство",Рефлексия о родительстве,"Родительство стало поводом для саморазвития, обучения новому, переосмысления взглядов. Респондент учится вместе с дочерью, отмечает важность умения отстаивать себя.","Когда мы, например, делали домашнюю задачу, мы просто поняли, что нам надо заново с ребенком учиться, вместе с ней читать те же учебники.","Интерес, благодарность, рефлексия","Образование, саморазвитие, уважение к индивидуальности","Родительство воспринимается как совместный путь роста и обучения, что характерно для современных семей.",декларация,,,,
1,Переход от школы к вузу и взрослая жизнь,Дружба и социальные связи,"После окончания школы и первого курса вуза респондент стал реже общаться с друзьями детства. Со временем связи с одноклассниками ослабли, остались в основном знакомые, поддерживается контакт через мессенджеры.","У меня со школы, после первого курса вуза, мы начали крайне редко общаться со школьными друзьями. После вуза, спустя 5 лет, мы, наверное, многие поутра, как звери, позавелись со своими семьями, многие поутрачивали связь друг с другом.","легкая грусть, ностальгия, принятие","семья, самостоятельность, поддержка, адаптация к изменениям","Типичная для взрослой жизни динамика социальных связей: после школы и вуза круг общения сужается, приоритеты смещаются в сторону семьи и работы. Поддержка контактов через цифровые каналы становится нормой.",эпизод,,,,False
2,Семейная жизнь,Домашние животные и семейные ограничения,"Респондент с супругой хотели завести домашнего питомца, но из-за аллергии супруги отказались от этой идеи. Общаются с животными у родителей.","Мы думали о том, чтобы завести своего кота или кошку, но вышло, что у нас там как бы у супруги аллергия... Но зато есть у родителей, иногда приходят.","спокойствие, легкая досада, принятие","забота о здоровье, компромисс, семейное согласие","Решение о домашних животных принимается с учетом здоровья членов семьи, что отражает ценность заботы и компромисса в современной семье.",эпизод,,False,,
3,Семейная жизнь,Отношения с родственниками супруги,"С тестем и тещей сложились доверительные и теплые отношения, без конфликтов. Родители супруги помогают продуктами и домашним вином.","У нас довольно доверительные отношения, хорошие. У нас не было ни одного конфликтного случая... На редкость замечательное.","благодарность, удовлетворение","уважение, семейная поддержка, гармония",Позитивные отношения с родственниками супруги способствуют укреплению семейных связей и формируют дополнительный ресурс поддержки.,эпизод,семья,,,
4,Взрослая жизнь,Стратегии поведения в конфликтных ситуациях с родственниками,"Респондент предпочитает деликатность и уважение в сложных ситуациях с пожилыми родственниками, не пытается их менять.","Я решил, что не буду как-то на это влиять. Перестроить человека, которому сейчас седьмой десяток, бесполезно.","спокойствие, зрелость","уважение к старшим, деликатность, принятие",Стратегия ненасильственного взаимодействия с пожилыми родственниками отражает зрелую позицию и уважение к возрасту.,декларация,,,,
5,Взрослая жизнь,Ощущение одиночества и изоляции,"Респондент временами чувствует одиночество, особенно когда сталкивается с проблемами, которые никто не может решить, кроме него самого. В остальное время предпочитает уединение во время болезни.","Бывают случаи тоже, когда себя чувствуешь немного одиноко... когда что-то не клеится, что-то не родители, не супруги тебе не могут помочь с проблемами на работе.","легкая грусть, рефлексия","самостоятельность, личное пространство, принятие трудностей","Ощущение одиночества связано не с отсутствием окружения, а с ответственностью за собственные проблемы. Это типично для зрелого возраста и самостоятельных людей.",декларация,,,,
6,Подростковый возраст,Проблемы со здоровьем в детстве и подростковом возрасте,"В подростковом возрасте респондент страдал бессонницей, проходил лечение снотворными. Также часто лежал в больнице по разным причинам (аппендицит, грыжи, ячмени, пищевые отравления).","В 15-16 лет у меня были проблемы с бессонницей... В детстве переболел практически всем, что было у ребенка.","нейтральность, легкая усталость","здоровье, доверие к родителям, принятие обстоятельств","Частые болезни и госпитализации в детстве формируют особое отношение к здоровью и медицинской системе, а также доверие к мнению взрослых.",эпизод,,,,
7,Взрослая жизнь,Отношение к здоровью и медицинской системе,"Респондент осознал важность прислушиваться к своему организму и обращаться к врачам при необходимости. Критически оценивает решения родителей в детстве, отмечает отсутствие альтернативных медицинских консультаций в прошлом.","Я сейчас пришел к тому выводу, что надо здоровье желательно прислушиваться к своему организму. Это важно.","осознанность, критичность","самостоятельность, ответственность, информированность",Переход от пассивного следования советам взрослых к самостоятельному принятию решений о здоровье характерен для зрелого возраста.,перелом,,,,
8,Взрослая жизнь,Хронические и возрастные проблемы со здоровьем,"С возрастом появились ограничения по здоровью: грыжа позвоночника, грыжа пищевода, сужение сосудов. Приходится соблюдать ограничения в питании и физической активности.",Это уже ограничение на здоровье... То есть ты вынужден жить уже подстраиваясь под свои капризы организма.,"смирение, легкая тревога","здоровье, адаптация, дисциплина",Возрастные изменения здоровья требуют адаптации образа жизни и формируют новые практики самоконтроля.,узел,,,,
9,Взрослая жизнь,Питание и вредные привычки,"Респондент старается соблюдать диету, но отмечает трудности из-за корпоративных традиций. Не курит, алкоголь употребляет редко, в основном по праздникам.","Сладкого тоже сказали, сбегать. Но как вот на работе, два-двадцать сотрудников в отделе, празднуем дни рождения, скидываемся на дни рождения, получаем по куску тортика.","ирония, самоирония","дисциплина, умеренность, социальная адаптация",Корпоративная культура и социальные ритуалы могут мешать индивидуальным стратегиям заботы о здоровье.,эпизод,,,,
10,Взрослая жизнь,Отношение к официальной медицине и опыт обращения,"В целом доверяет официальной медицине, но отмечает необходимость самостоятельного поиска информации и дополнительных консультаций, особенно при сложных случаях (на примере болезни супруги).","Я к ней отношусь с доверием, вот, и считаю, что, в принципе, ее мнению надо прислушиваться. Одновременно я вот понял... что у нас очень большая проблема.","доверие, критичность, разочарование","информированность, ответственность, забота о близких","Рост самостоятельности пациентов и критичности к системе здравоохранения — тренд последних лет, особенно при хронических и редких заболеваниях.",узел,здравоохранение,,,
11,Взрослая жизнь,Финансовые затраты на здоровье,"Лечение супруги потребовало значительных расходов на анализы, поездки, проживание в других городах. Это ощутимо для семейного бюджета.",В итоге все выходит просто в такую круглую сумму. Ощутимо для семейного бюджета.,"разочарование, усталость","забота о семье, финансовая ответственность",Рост доли платных медицинских услуг и связанных с ними расходов становится значимой проблемой для семей среднего класса.,эпизод,,,True,
12,Взрослая жизнь,Профилактика и корпоративная забота о здоровье,"На предприятии организуют диспансеризацию сотрудников, что респондент оценивает положительно. Сам обращается к врачам в основном по необходимости.","Я считаю, что это классная, кстати, забота сотрудников.","одобрение, благодарность","забота о сотрудниках, профилактика",Корпоративные инициативы по профилактике здоровья воспринимаются как важный элемент социальной поддержки.,эпизод,работодатель,,,
13,Взрослая жизнь,Стресс и эмоциональное состояние,"Респондент сталкивается со стрессом на работе и в семье (болезнь супруги, травма ребенка). Эмоциональное состояние зависит от внешних обстоятельств, но в целом справляется с трудностями.","Был стресс, когда ребенок... сломал себе позвонок... Был стресс, когда у супруги был приступ... Это был тоже дикий стресс.","тревога, усталость, облегчение","стойкость, забота о близких, ответственность","Стрессовые ситуации в семье и на работе — часть повседневности взрослого человека, требующая эмоциональной устойчивости.",эпизод,,,,
1,"Взрослая жизнь, трудоустройство",Обращение к психологу и психотерапевту,"Респондент сталкивался с психологами и психотерапевтами только в рамках обязательных медосмотров при трудоустройстве и получении водительских прав, а не по собственной инициативе.","Это было не по моей нужде, а потому что была служебная необходимость.",нейтрально-отстранённый,"рациональность, выполнение обязательств","Видна типичная для мужчин установка на самостоятельное преодоление трудностей и обращение к специалистам только по необходимости, а не по внутренней потребности.",эпизод,"медицинские учреждения, трудоустройство",,,True
2,"Взрослая жизнь, рефлексия",Отношение к психологической помощи,"Респондент считает, что обращаться к психологу нужно, но сам этого не делает, отмечая, что мужчинам свойственно скрывать свои переживания.","Наверное, надо бы обращаться к психологу чаще, а не только, когда, так сказать, припрёт... Просто мужчинам еще как-то свойственно скрывать все, держать все в себе.","самокритика, лёгкая рефлексия","самостоятельность, сдержанность, традиционные гендерные роли",Демонстрируется внутренний конфликт между осознанием пользы психологической помощи и культурными стереотипами о мужской сдержанности.,декларация,,,,True
