id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
6,"юность, студенчество",Длительные отношения с молодым человеком,"С первого курса колледжа у респондентки были отношения с молодым человеком старше на 3 года, которые длились 10 лет. Отношения закончились из-за отсутствия развития и эмоционального удовлетворения.","У нас были свои интересы, мечты, мы одинаково смотрели. Но он был такой тихий, домашний, а мне надо было какого-то азарта в жизни.","разочарование, усталость, поиск новизны","личностный рост, эмоциональное разнообразие, самостоятельность",Длительные отношения без перехода к созданию семьи могут приводить к внутреннему конфликту между стабильностью и потребностью в развитии. Для женщин с самостоятельным опытом характерно стремление к равноправию и эмоциональной насыщенности.,эпизод,,,1.0,
7,"взрослая жизнь, после 28 лет",Попытки построить новые отношения и критерии выбора партнера,"После разрыва 10-летних отношений респондентка пыталась строить новые отношения, но сталкивалась с несоответствием ценностей и уровней развития. Важными критериями для нее стали материальная обеспеченность, наличие жилья, целеустремленность, позитивное мышление и общие интересы.","Ну что, например, он уже к 30 годам, там была своя недвижимость, хотя бы в ипотеку... чтобы перспективный был, чтобы он хотел расти, развиваться.","рациональность, требовательность, осторожный оптимизм","стабильность, самостоятельность, развитие, комфорт, любовь","Формирование требований к партнеру связано с опытом экономической нестабильности в детстве и самостоятельным достижением материального положения. Женщины, выросшие в условиях дефицита, часто ставят материальную стабильность выше романтических чувств.",декларация,,1.0,1.0,
8,"взрослая жизнь, рефлексия",Значение собственного жилья и комфортной среды,Респондентка подчеркивает важность наличия собственного жилья как условия для создания семьи и рождения детей. Желание иметь комфортное пространство связано с негативным опытом жизни в общежитии.,"Я, например, не собираюсь строить отношения с тем, ну, рожать от того, если нет угла. Это что, так же потом по родителям ходить? Я хочу для себя родить и сама их воспитать, а не кому-то отдавать.","решимость, прагматизм, защита","безопасность, независимость, забота о будущем поколении","Собственное жилье становится символом безопасности и самостоятельности, особенно для людей с опытом жилищной нестабильности. Это влияет на брачные стратегии и репродуктивные установки.",декларация,,1.0,,True
9,"взрослая жизнь, поиск партнера",Представления об идеальном партнере и совместной жизни,"Респондентка формулирует четкие требования к будущему партнеру: материальная обеспеченность, наличие жилья, стремление к развитию, позитивное мышление, общие интересы (например, путешествия), совпадение взглядов на воспитание детей и стиль жизни (жить в центре города).","Ну, чтобы он крепко стоял на ногах... чтобы какая-то недвижимость была, чтобы перспективный был... чтобы позитивно мыслил... чтобы умел хорошо заработать и любил тратить.","уверенность, рациональность","стабильность, развитие, позитив, комфорт, любовь","Современные женщины с самостоятельным опытом жизни и работы предъявляют высокие требования к партнерам, что отражает изменение гендерных ролей и рост значимости личных достижений.",декларация,,1.0,1.0,
1,"Молодость, ранняя взрослость",Отношения и ожидания от партнёра,"Айгель рассказывает о своем опыте построения отношений, критериях выбора партнёра и гендерных различиях в подходах к отношениям. Она отмечает, что образование и доход не являются для неё определяющими, важнее стремление к развитию. Также рассуждает о том, что женщины часто ждут изменений от мужчин, а мужчины ищут уже 'готовый вариант'.","Образование для меня не важно. Не важно на данный момент, сколько зарабатывает, но чтобы у него было стремление не стоять, а развиваться.","Рассудительность, лёгкая фрустрация","Развитие, самостоятельность, справедливость, активная жизненная позиция","Респондентка демонстрирует современные взгляды на гендерные роли и партнёрство, подчеркивает важность личностного роста и самостоятельности, а также критически относится к традиционным ожиданиям от женщин и мужчин в отношениях.",декларация,,,,True
2,Начало профессионального пути,Старт карьеры и первые успехи,"Айгель описывает свой путь от студенческой практики до первой работы в банке. Она проявила инициативу, настояв на трудоустройстве вместо бесплатной практики, и быстро выросла до менеджера по продажам.","Я подошла к руководителю офиса, сказала, что я не хочу здесь бесплатно работать, хочу, чтобы меня трудоустроили.","Уверенность, решимость","Самостоятельность, инициативность, профессиональный рост","Респондентка демонстрирует проактивную позицию на рынке труда, что характерно для молодых специалистов, стремящихся к быстрой самореализации и финансовой независимости.",эпизод,банк (СПЕР),,активный поиск и удержание работы,True
3,Профессиональное становление,Карьерные переходы и профессиональный рост,"Айгель рассказывает о переводах между офисами, сложностях с руководством, понижении в должности и последующем восстановлении. Она также описывает переход в другой город и смену работодателя ради профессионального развития и лучших условий.","Меня сначала понизили снова до консультанта. Потом, спустя месяц... Или нет, я осталась работать, и мне потом рекомендовали. Говорит, давай попробуешь ещё раз, только в другом офисе.","Стресс, настойчивость, адаптивность","Упорство, профессионализм, открытость к переменам","История иллюстрирует типичные для молодых специалистов карьерные испытания: конфликты с руководством, понижения, необходимость адаптации и мобильности. Респондентка демонстрирует устойчивость и способность к восстановлению.",узел,"банк (СПЕР, Сберпремьер)",,"внутренняя мобильность, смена работодателя",True
4,Профессиональная зрелость,Работа мечты и гибкий график,"Айгель описывает свою текущую работу менеджером по развитию продаж, отмечая гибкий график, возможность работать из дома и высокий уровень удовлетворённости. Она ценит баланс между работой и личной жизнью.","Мне эта работа нравится тем, что я с 9 до 6 не сижу в офисе. У меня вообще по трудовому договору, что я работаю вот из дома, вот мое рабочее место.","Удовлетворение, радость, спокойствие","Гибкость, work-life balance, профессиональная самореализация","Респондентка воплощает тренд на гибкую занятость и дистанционную работу, что особенно актуально для молодых специалистов в крупных городах. Баланс между работой и личной жизнью становится ключевой ценностью.",декларация,БКС,,"гибкая занятость, дистанционная работа",True
5,"Профессиональная зрелость, настоящее время",Образование как инструмент подстраховки и роста,"Айгель признаёт, что формально не имеет высшего образования, но планирует его получить для подстраховки и дальнейшего карьерного роста. Она отмечает, что работодатели ценят её опыт и навыки, а не диплом.","Пока что нет, потому что я все-таки хочу закончить высшее образование, чтобы у меня вот эта вот корочка была.","Осознанность, лёгкая тревога","Образование, профессиональное развитие, ответственность","Респондентка иллюстрирует современную тенденцию: опыт и soft skills часто важнее формального образования, однако диплом остаётся символом надёжности и 'подстраховкой' на рынке труда.",декларация,высшее образование (не завершено),,,True
6,Профессиональная зрелость,Сложные решения и страх перемен,"Айгель рассказывает, что самым сложным решением для неё была смена работы, несмотря на привязанность к прежнему месту и страх неизвестности.","Когда я решила, что хочу в другое место, было тяжело эмоционально.","Тревога, неуверенность, решимость","Стабильность, профессиональный рост, смелость","Переходы между рабочими местами часто сопровождаются стрессом и страхом перед неизвестностью, особенно если на прежнем месте сложились комфортные условия. Это типичная дилемма для молодых специалистов.",перелом,,,смена работы,True
7,Настоящее время,Распорядок дня и забота о себе,"Айгель подробно описывает свой распорядок дня, включая уход за собой, тренировки, гибкий график работы и возможность совмещать личные дела с профессиональными обязанностями.","У меня уход десятиступенчатый, это обязательно пенка, тонер, сыворотка, крем.","Удовлетворение, забота о себе","Здоровье, красота, дисциплина, самостоятельность",Респондентка демонстрирует современные практики self-care и стремление к гармонии между работой и личной жизнью. Гибкий график позволяет ей уделять время себе и семье.,эпизод,,,,True
8,Настоящее время,Гибкость и автономия в работе,"Айгель отмечает, что может самостоятельно регулировать свой рабочий график, выезжать в офисы по необходимости и совмещать рабочие задачи с личными делами.","Они ведь не знают мой распорядок дня и по графикам, и договоренности с другими офисами. Поэтому я просто могу сказать, что нет, у меня не получится, у меня там встреча.","Удовлетворение, уверенность","Автономия, свобода, ответственность",Гибкость и возможность самостоятельно управлять своим временем становятся важными критериями привлекательности работы для молодых специалистов.,декларация,,,,True
9,Настоящее время,Свободное время и хобби,"Айгель рассказывает о том, как проводит свободное время после работы: прогулки с мамой, встречи с друзьями, рисование картин по номерам.",Иногда картину по номерам рисую.,"Спокойствие, радость","Семья, дружба, творчество, отдых","Респондентка ценит не только профессиональную самореализацию, но и личное время, уделяя внимание близким и творческим занятиям.",эпизод,,,,True
1,Взрослая самостоятельная жизнь,Отношение к досугу и одиночеству,"Респонденту не нравится проводить время в одиночестве, предпочитает активное общение, выезды, просмотр фильмов и сериалов. Вынужденные занятия дома (например, картина по номерам) вызывают раздражение.","Честно, наедине с собой мне вообще не нравится ничего. Вот эта вот даже картина по номерам, она меня бесит.","Раздражение, скука","Общение, внешняя активность, насыщенность впечатлениями","Респондент демонстрирует выраженную экстравертированность, досуг воспринимает как способ социализации и получения новых впечатлений, а не как время для уединения или саморефлексии.",декларация,,,,
2,Взрослая самостоятельная жизнь,Культурные предпочтения и хобби,"В свободное время предпочитает смотреть фильмы и сериалы, особенно на тему апокалипсиса, катастроф, будущего и фантастики. Чтение в основном связано с работой, а не с личными интересами.","Я люблю смотреть по апокалипсису. фильмы катастрофы и еще про как это называется когда будущем про будущее но там совсем другая политика Ну, типа какие-то фантастические фильмы.","Интерес, увлеченность","Любознательность, интерес к будущему, стремление к новизне",Культурные предпочтения респондента отражают интерес к нестандартным сценариям развития общества и личную потребность в эмоциональных переживаниях через медиа.,декларация,,,,
3,Взрослая самостоятельная жизнь,Социальные связи и досуг,"Респондент предпочел бы больше времени проводить с друзьями, но у них меньше свободного времени. Встречи происходят спонтанно, примерно раз в две недели.","У моих друзей просто нет столько свободного времени, сколько у меня.","Легкая неудовлетворенность, принятие","Дружба, общение, гибкость","Респондент сталкивается с ограничениями, связанными с разным ритмом жизни в кругу общения, что типично для молодых взрослых с разной занятостью.",эпизод,,,,
4,Взрослая самостоятельная жизнь,Семейные путешествия,"Путешествия с семьей происходят регулярно, планируются заранее, проходят без тура, самостоятельно. Основной транспорт — поезд, из-за страха полетов у мамы. В поездках предпочитают прогулки по городу и гастрономические впечатления.","Просто заранее спланировали, купили билеты, потому что поездом путешествуем, мама боится летать. сразу все выкупаем. Без тура самостоятельно.","Удовлетворение, забота","Семейственность, самостоятельность, открытость новому","Путешествия выступают как способ укрепления семейных связей и получения новых впечатлений, при этом респондент берет на себя роль организатора.",эпизод,семья,,,
5,Взрослая самостоятельная жизнь,Повседневный досуг и спорт,"Выходные часто проходят дома, иногда без особых занятий. Есть склонность к пассивному отдыху, но также присутствует интерес к спорту (тренировки, абонемент). Предпочитает силовые тренировки, пилатес не нравится.","Могу просто провести дома, никуда не выходить. Вместе никто тебя не позовёт.","Пассивность, легкая апатия, самокритика","Самостоятельность, забота о себе, физическая активность","Респондент балансирует между пассивным и активным досугом, спорт воспринимает как способ поддержания энергии и здоровья.",эпизод,,,,
6,Взрослая самостоятельная жизнь,Энергия и самовосприятие,"Респондент считает себя энергичным человеком, но не испытывает потребности выплескивать энергию — просто хватает сил на повседневные дела.","Ну, второе, то, что просто энергии хватает и делает.","Уверенность, спокойствие","Самодостаточность, умеренность",Самооценка респондента указывает на внутреннюю устойчивость и отсутствие выраженной тревожности или гиперактивности.,декларация,,,,
7,Взрослая самостоятельная жизнь,Близкие отношения и социальные связи,"Семья — главный круг близости, особенно мама и брат. В работе важно поддерживать хорошие отношения со всеми, так как профессиональные связи могут пересекаться в будущем.","Самые близкие – это семья. А так пытаюсь со всеми быть социальной, легкой. Потому что менеджер по развитию продаж должен быть таким, со всеми дружить, со всеми партнерами, со всеми сотрудниками.","Уверенность, прагматизм","Семейственность, профессионализм, социальная гибкость","Респондент осознает важность социальных связей как в личной, так и в профессиональной жизни, демонстрирует стратегический подход к коммуникациям.",декларация,"семья, работа",,,
8,Взрослая самостоятельная жизнь,Доверие и самостоятельность,"Респондент привыкла рассчитывать на себя, не любит перекладывать заботы на других, даже на близких.","Я привыкла, что я все сама делаю. люблю на кого-то перекладывать.","Самостоятельность, независимость","Автономия, ответственность",Типичная для современных молодых женщин установка на самостоятельность и личную ответственность.,декларация,,,,
9,Взрослая самостоятельная жизнь,Дружба и близкие друзья,"Есть узкий круг настоящих друзей, главный из которых — друг детства, с которым дружит с раннего возраста. Общение поддерживается лично и в гостях.","Это друг из детства, с которым в общаге вместе росли.","Теплота, благодарность","Верность, долговременные связи","Детские и юношеские связи сохраняют важность и во взрослом возрасте, формируя устойчивое социальное окружение.",узел,,,,
10,Взрослая самостоятельная жизнь,Семейные традиции и религиозность,"Семья соблюдает мусульманские праздники, посещает мечеть. Респондент планирует продолжать традиции в своей будущей семье, особенно совместные праздники (например, Новый год).",Мы в каких-то мусульманских праздниках обязательно ходим в мечели.,"Уважение, принятие","Традиции, семейственность, религиозная идентичность",Семейные и религиозные традиции воспринимаются как важная часть идентичности и планируются к передаче следующим поколениям.,декларация,"семья, религия",,,
11,Взрослая самостоятельная жизнь,Отношение к отсутствию партнера и одиночеству,"Отсутствие партнера воспринимается спокойно, но периодически возникает чувство одиночества, связанное с отсутствием 'своего человека'.","То, что нет своего человека.","Спокойствие, легкая грусть","Самодостаточность, потребность в близости",Респондент демонстрирует баланс между независимостью и потребностью в эмоциональной близости.,декларация,,,,
12,Взрослая самостоятельная жизнь,Отношение к домашним животным,"Животные нравятся, но респондент не заводит их из-за высокой ответственности, затрат и неудобств. Предпочитает общаться с животными в гостях.","Ну, это, во-первых, дорого содержать животное. Во-вторых, это вечный ребёнок.","Рациональность, практичность","Ответственность, комфорт",Отказ от домашних животных обусловлен рациональным подходом к быту и нежеланием усложнять жизнь дополнительными обязанностями.,декларация,,0.0,,
13,Взрослая самостоятельная жизнь,Круг близких людей,"Кроме семьи, есть четыре близких человека (друзья, коллеги), остальные — просто знакомые.","Четыре близких, а остальные это, ну, они как бы уже недостаточно близкие, это просто знакомые, да?","Уверенность, определенность","Качество отношений, избирательность","Респондент четко структурирует свой социальный круг, выделяя ограниченное число действительно близких людей.",декларация,,,,
14,Взрослая самостоятельная жизнь,Здоровье и образ жизни,"Респондент радуется отсутствию проблем со здоровьем, болеет редко, быстро выздоравливает. Питание оценивает как рациональное, избегает фастфуда, не курит и не пьет, витамины принимает нерегулярно.","Радует, что особо проблем нет со здоровьем. все хорошо, в порядке.","Удовлетворение, спокойствие","Здоровье, осознанность, умеренность","Респондент придерживается здорового образа жизни, проявляет осознанность в вопросах питания и вредных привычек.",декларация,,,,
15,Взрослая самостоятельная жизнь,Отношение к медицине,"Доверяет официальной медицине, предпочитает получать необходимые вещества с пищей, а не с помощью БАДов.",но есть доверие,"Доверие, спокойствие","Рациональность, доверие к науке","Респондент ориентируется на доказательную медицину, что характерно для молодых образованных горожан.",декларация,,,,
1,Взрослая самостоятельная жизнь,Отношение к медицине и здоровью,"Респондент предпочитает официальную медицину, редко обращается за медицинской помощью, в основном по ДМС, не доверяет народным методам. К вакцинации относится настороженно, не вакцинируется из-за страха уколов и недоверия к последствиям.","Я видела, как молотком по спине дают, типа там позвонки ровно встают. Я в такое не верю, что это опасно.","Скепсис, осторожность","Рациональность, безопасность, недоверие к непроверенным методам","Респондент демонстрирует типичное для городских образованных слоев недоверие к народной медицине и ориентацию на официальные медицинские услуги, при этом проявляет осторожность к вакцинации, что может быть связано с распространёнными страхами и недостатком информации.",декларация,официальная медицина,,"ДМС, частные клиники",
2,Взрослая самостоятельная жизнь,Психологическое здоровье и барьеры обращения за помощью,"Респондент предпочитает справляться с психологическими трудностями самостоятельно — через литературу и спорт. К психологу не обращается из-за высокой стоимости, хотя по ДМС такая возможность есть. Отношение к психологической помощи нейтральное, среди знакомых никто не обращался.","К психологу, потому что дорого ходить.","Сдержанность, прагматизм","Самостоятельность, экономия, рациональность","Психологическая помощь воспринимается как дорогая и не вполне необходимая услуга, что характерно для среднего класса в России. Финансовый барьер — основной, но есть и культурная дистанция: в окружении респондента психологи не распространены.",декларация,"ДМС, частные психологи",0.0,,
3,Взрослая самостоятельная жизнь,Финансовые потребности и представления о счастье,"Для счастья респонденту не хватает денег. Ощущение счастья связывает со стабильной зарплатой в 500 тысяч рублей в месяц, что позволит закрыть все потребности, создать семью, делать накопления, путешествовать, покупать качественные продукты и вещи.",Денег не хватает для счастья.,"Фрустрация, мечтательность","Материальное благополучие, стабильность, забота о семье","Запрос на высокий уровень дохода отражает современные стандарты среднего класса, где счастье связывается с возможностью удовлетворять не только базовые, но и статусные, культурные и семейные потребности.",декларация,,,"Потребительские рынки, рынок труда",
4,Взрослая самостоятельная жизнь,Потребности и траты при росте дохода,"При увеличении дохода респондент планирует делать накопления, ремонт, путешествовать, покупать качественные продукты, обеспечивать родителей и будущих детей хорошей медициной и образованием, ездить на хорошей машине, покупать качественную обувь и сумки.","Уже бы что-нибудь откладывалось. Уже была бы возможность, например, сделать ремонт, который хочется.","Воодушевление, надежда","Забота о семье, качество жизни, самореализация","Планирование расходов при росте дохода включает не только личное потребление, но и заботу о родителях и будущем поколении, что типично для семейно-ориентированных ценностей.",эпизод,,1.0,"Рынок недвижимости, туризм, рынок образования",
5,Взрослая самостоятельная жизнь,Отношение к себе и внутренние проблемы,"Респондент отмечает, что среди психологических проблем — принятие себя и сложности в отношениях с противоположным полом. При наличии ресурсов готова была бы работать над этим с психологом.","Это тоже, наверное, принимать в себя такое, какое есть.","Рефлексия, неуверенность","Саморазвитие, принятие себя","Проблемы самооценки и межличностных отношений — частая тема для молодых женщин, что отражает влияние современных стандартов и ожиданий.",узел,,,,
6,Взрослая самостоятельная жизнь,Забота о здоровье и профилактика,"Респондент не курит, не пьет, старается правильно питаться, посещает косметолога, использует современные методы ухода за собой (ботокс), чтобы замедлить старение.","Не курю, не пью. Стараюсь питаться правильно.","Уверенность, забота о себе","Здоровье, внешний вид, самодисциплина","Забота о здоровье и внешности становится частью повседневных практик молодых женщин среднего класса, что связано с культурой самопрезентации и профилактики.",эпизод,,,,
7,Взрослая самостоятельная жизнь,Финансовая устойчивость и запас прочности,"Респондент оценивает свой запас прочности как 2-3 месяца, то есть может выдержать финансовые или эмоциональные трудности в течение этого времени.",Месяца 2-3.,"Реализм, умеренная тревожность","Финансовая осмотрительность, прагматизм","Краткосрочный запас прочности — типичная ситуация для молодых специалистов, не имеющих значительных накоплений.",декларация,,,,
8,Взрослая самостоятельная жизнь,Структура расходов и кредитные обязательства,"Основные расходы — кредиты (ипотека), красота, ЖКХ, продукты, кафе. Есть две ипотеки: одна делится с родителями, вторая — сдаётся в аренду, арендатор покрывает часть платежа. Кредиткой пользуется для крупных покупок, но всегда закрывает в льготный период.",В кредиты 14 процентов это красота за собой ЖКХ 10%.,"Прагматизм, контроль","Финансовая дисциплина, ответственность","Финансовое поведение респондента характеризуется высокой степенью рациональности и планирования, что типично для представителей среднего класса с ипотечными обязательствами.",эпизод,,1.0,"Рынок недвижимости, аренда",
9,Взрослая самостоятельная жизнь,Потребительское поведение и современные сервисы,"Респондент предпочитает маркетплейсы из-за экономии времени, активно использует финансовые приложения, онлайн-банкинг, ведет учет расходов, выбирает карты с лучшими кэшбэками, планирует покупки с учетом выгодных предложений.",У меня прямо в голове каждый месяц есть вот эта информация. Каждый месяц эти карты меняются.,"Удовлетворение, азарт","Рациональность, технологичность, экономия",Высокий уровень цифровой грамотности и ориентация на выгоду — черты нового городского потребителя.,эпизод,,,"Электронная коммерция, финтех",
10,Взрослая самостоятельная жизнь,Финансовые трудности и опыт потерь,"Респондент столкнулась с финансовыми трудностями из-за падения фондового рынка и торговли с кредитным плечом, что привело к долговым обязательствам, которые удалось закрыть только спустя два года.",Пару лет назад из-за войны фондовый рынок рухнул и все активы в минус. Поэтому было неприятно.,"Разочарование, стресс","Финансовая самостоятельность, опыт, ответственность","Опыт финансовых потерь на фондовом рынке становится все более распространенным среди молодых специалистов, осваивающих инвестиционные инструменты.",перелом,,,"Фондовый рынок, кредитование",
11,Взрослая самостоятельная жизнь,Отношение к платному образованию,"Респондент учится платно, отмечает, что бюджетных мест мало, и готова платить за дополнительное образование и курсы для профессионального роста.","Я же сейчас учусь платно, заочно-заочно. Поэтому в нашей стране бюджетных мест мало.","Реализм, принятие","Образование, профессиональный рост","Платное образование становится нормой для молодых специалистов, стремящихся к карьерному росту.",декларация,ВУЗ (платное обучение),,,
12,Взрослая самостоятельная жизнь,Финансовая модель семьи,"В семейном бюджете респондент видит кошелек у жены, но решения о тратах принимаются совместно.","Кошелек должен быть у жены. Но принимают решение вместе, куда тратить.","Уверенность, традиционализм","Партнерство, семейные ценности",Модель совместного принятия решений при формальном контроле жены над бюджетом отражает современные тенденции в распределении ролей в семье.,декларация,,,,
1,"Семейная жизнь, зрелость",Финансовое управление в семье,"Респондентка рассказывает о совместном управлении семейным бюджетом, где решения принимаются вместе с супругом, но жена играет более активную роль в контроле расходов.","жена это такой корректив, ревизирующий орган но работают как бы оба кошелек общий и вместе принимают решения но жена как будто бы поголовнее","спокойствие, уверенность","Справедливость, партнерство, совместная ответственность","Демонстрируется современная модель семейных финансов, где оба партнера участвуют в принятии решений, но сохраняется традиционная роль женщины как хранительницы бюджета.",эпизод,семья,,,
2,"Зрелость, профессиональная активность",Отношение к финансовым ролям в семье,"Респондентка отвергает традиционную модель, где мужчина должен полностью обеспечивать семью, настаивая на совместном вкладе обоих супругов.","если вы вместе работаете, вместе вкладываетесь в общий быт... лучше вместе вкладываться","уверенность, рациональность","Равноправие, партнерство, самостоятельность",Отражает сдвиг в гендерных ролях и установках относительно финансовой ответственности в современной семье.,декларация,,,,
3,Зрелость,Личное отношение к деньгам,"Деньги воспринимаются как ресурс, открывающий возможности, в первую очередь связанные с безопасностью и доступом к качественным услугам.","Деньги – это ресурс, который даёт возможность, открывает двери... Деньги – это тире возможностей.","рациональность, спокойствие","Безопасность, возможности, прагматизм","Прагматичный подход к деньгам характерен для представителей среднего класса, ориентированных на стабильность и развитие.",декларация,,,,
