id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
4,Детство и подростковый возраст,Дружба и отношения со сверстниками,"В начальной школе были близкие друзья, но в подростковом возрасте произошёл разрыв дружбы. Влияние родительских требований ограничивало социальную активность, что привело к более узкому кругу общения. В старших классах и юности круг общения расширился, но респондентка склонна к интроверсии.","Мне лучше было быть нелюдимой, скажем так, иметь одну-две подруги, которые там общаются. Но в старшем классе, даже в девятом классе, у нас прям там четыре человека компашка сложилась.","Сдержанность, некоторая грусть, принятие","Лояльность, индивидуальность, самостоятельность","Родительский контроль и акцент на учёбе ограничивали социализацию, что типично для семей с высокими образовательными ожиданиями.",эпизод,школа,,,
5,Детство и подростковый возраст,Значимые события и опыт самостоятельности,"Опыт пребывания в детском лагере был разным: первый раз — неприятие, второй — успех и признание. Первый опыт заработка — торговля укропом и ягодами, что дало ощущение самостоятельности и возможности купить желаемое.","Я смогла купить то, что я себе хочу, и то, что хотят кто-то, и там... Мама, папа, бабушка. Или на что я их не могу вдохновить, чтобы они мне купили.","Гордость, радость, удовлетворение","Самостоятельность, признание, творчество",Опыт самостоятельного заработка и признания в коллективе формирует уверенность в себе и стремление к независимости.,эпизод,,,1.0,
6,"Юность, студенчество",Первые трудовые опыты и профессиональное самоопределение,Первая работа была найдена с помощью мамы — в детском доме. Далее — подработки по знакомству и через университетское научное общество. Опыт официантки был получен из любопытства и в компании парня.,"Ну совсем-совсем первую работу, если так быть честным, мне нашла мама, потому что это было в 14 лет, она говорит, давай здесь сходи, будешь в детском доме...","Интерес, лёгкая неуверенность, благодарность","Трудолюбие, самостоятельность, исследование нового","Первые рабочие места часто определяются семейными связями и случайными возможностями, что типично для подростков и студентов.",эпизод,,,1.0,
7,Взрослая жизнь (ранний этап),Профессиональная деятельность и предпринимательство,"Респондентка совмещает работу в школе (предметник, классное руководство) и участие в семейном бизнесе по ремонту техники и печати. В бизнесе выполняет управленческие функции, занимается рекламой и координацией.","Это бизнес. Вот я говорю, человек... у нас мастерская скажем так по ремонту техники то есть это как бы совсем не мой профиль да скажем так и в печати да...","Гордость, интерес, удовлетворение","Многофункциональность, ответственность, развитие",Совмещение педагогической деятельности и предпринимательства отражает тенденцию к диверсификации занятости среди молодых специалистов.,декларация,"школа, малый бизнес",,1.0,
8,"Юность, студенчество",Значимые романтические отношения,"Были отношения с хорошими перспективами, но респондентка их завершила, отдавая предпочтение страсти и спонтанности, а не здравому смыслу. Позже сожалела о своём выборе.","Я на корню их порубила, хотя они потенциалы имели хорошие, скажем, в совместной жизни, может быть, в свадьбе, рождение детей и так далее.","Сожаление, рефлексия","Самостоятельность, страсть, поиск себя",Выбор между стабильностью и эмоциональной насыщенностью — типичная дилемма для молодых женщин в период самоопределения.,перелом,,,,
1,Студенческие годы,Авантюрные и рискованные ситуации с подругами,"Респондентка рассказывает о случае, когда подруга уговорила ее поехать в баню с двумя мужчинами, что воспринималось как авантюра и риск. В итоге девушки быстро ушли, почувствовав некомфортные намерения мужчин.","Это была чисто реальная авантюра... Мы пришли, покушали все, что они нам дали, но подарков они нам не подарили, к сожалению, и быстро слиняли.","Смешанное: тревога, неловкость, легкая ирония","Безопасность, самостоятельность, осторожность, женская солидарность","Эпизод иллюстрирует типичные для молодежи эксперименты с границами дозволенного, а также важность поддержки и доверия между подругами в ситуациях неопределенности.",эпизод,неформальные молодежные группы,,0.0,
2,Студенческие годы,Эксперименты с алкоголем и романтические переживания,"В Москве на конкурсе респондентка впервые пробует крепкий алкоголь, что приводит к неожиданному поведению и раскрытию чувств к парню. После этого она решает больше не пить этот напиток.","Я говорю, нет, я Джек Дэниелс вообще даже не буду. Даже не предлагайте.","Смущение, легкое сожаление, самоирония","Самоконтроль, честность с собой, опыт через ошибки","Ситуация отражает типичный для юности поиск новых ощущений, а также формирование личных границ и выводов из собственных ошибок.",эпизод,студенческое сообщество,,1.0,
3,Детство,Моральные дилеммы и первый опыт обмана,"В детстве респондентка с друзьями нашла кошелек с крупной суммой, потратила деньги, а затем пыталась скрыть это от родителей, что привело к разоблачению и наказанию.","Я решила, что под ванной самое лучшее место, что туда никуда никто не полезет, но не тут-то было.","Волнение, страх, стыд, сожаление","Честность, ответственность, справедливость","Эпизод демонстрирует формирование моральных ориентиров через опыт нарушения и последующего наказания, а также влияние родительского контроля.",эпизод,"семья, детская компания",,0.0,
4,"Юность, студенчество",Любовные отношения и внутренние конфликты,"Респондентка рассказывает о периоде, когда у нее были хорошие отношения с парнем, но возникла страсть к другому. Она сознательно разорвала отношения, чтобы не обманывать, несмотря на внутренний конфликт между чувствами и разумом.","У одного вспышка чувства и эмоции, а другой разум говорит, что у тебя хороший парень, он тебе заботится, он тебе... Не хотелось его просто обманывать, но рассталась я, конечно, с ним жёстко.","Сожаление, внутренний конфликт, честность","Честность, уважение к партнеру, саморефлексия","Ситуация иллюстрирует столкновение романтических импульсов и рационального выбора, а также важность честности в отношениях для респондентки.",перелом,"студенческое сообщество, романтические отношения",,0.0,
5,"Взрослая жизнь, настоящее время",Распорядок дня и баланс между работой и личной жизнью,"Респондентка подробно описывает свой типичный будний и выходной день, отмечая плотный график, необходимость совмещать работу в школе и офисе, а также стремление проводить время с мужем.","Потому что хочется еще что-то для себя сделать. Не знаю... ухаживать за собой, но времени мало свободного.","Усталость, удовлетворение, легкая неудовлетворенность","Трудолюбие, забота о себе и близких, стремление к балансу","Описание отражает типичные для современной женщины вызовы по совмещению профессиональной и личной жизни, а также ценность совместного досуга с семьей.",узел,"школа, офис, семья",,1.0,
6,"Взрослая жизнь, настоящее время",Семейные отношения и круг близких,"Респондентка выделяет свой круг близких: родителей, сестру, бабушку, мужа и подруг. Отношения с родителями хорошие, но на дистанции, что она считает для себя комфортным. Особо выделяет бабушку как самого близкого человека.","Ближе всего, наверное, бабушка ближе всего, наверное, благодаря её какому-то более спокойному настроению, да, скажем так.","Теплота, благодарность, спокойствие","Семья, доверие, личные границы, поддержка","Блок демонстрирует важность семейных связей, но также и стремление к самостоятельности и личному пространству во взрослом возрасте.",декларация,семья,0.0,,
7,"Взрослая жизнь, настоящее время","Досуг, хобби и традиции","Респондентка рассказывает о своих хобби (танцы, чтение), традициях выходных (уборка, совместные походы с мужем в кафе, шопинг, квесты), а также о том, как они проводят отпуска.","Мы стараемся прям куда-то раз и выехать там. Либо это должна быть природа-природа, и уехали на несколько дней, на неделю куда-нибудь.","Радость, удовлетворение, стремление к разнообразию","Разнообразие, активный отдых, совместное времяпрепровождение",Блок иллюстрирует современные городские практики досуга и стремление к насыщенному отдыху как способу восстановления ресурсов.,узел,"семья, досуговые учреждения",,1.0,
1,"Взрослая жизнь, семейный этап",Отношения с матерью,"Респондентка отмечает отсутствие доверительных отношений с матерью, объясняя это страхом негативных последствий и разрушения жизни.","Ну вот, как бы, как мама-дочка, да? Ну, как в идеале, наверное, когда маме-то всё рассказываешь. Ну, нет такого. Ну, потому что это чревато последствиями, разрушающими жизнь, скажем так.","Сдержанная грусть, разочарование","Безопасность, самосохранение, осторожность в доверии","Дистанция между поколениями, недоверие в семейных отношениях, характерное для части российских семей, где открытость может восприниматься как уязвимость.",декларация,,,,
2,"Взрослая жизнь, семейный этап",Отношения с супругом,"Респондентка описывает мужа как активного, креативного, поддерживающего и доброго человека, противопоставляя его предыдущим партнерам с традиционными взглядами на роль женщины.","были отношения у меня, когда просто говорили, вот либо борщ ты готовишь, либо все, до свидания. Ну, то есть для кого-то это было прям суперважно. Вот. чтобы женщина была домохозяйкой. Ну, я не такой типаж, ну, как вы видите, да.","Удовлетворение, благодарность","Поддержка, равноправие, индивидуальность","Смена гендерных ролей и ожиданий в браке, стремление к партнерству и поддержке, а не к традиционному патриархальному укладу.",декларация,,,,
3,"Взрослая жизнь, семейный этап",Знакомство с супругом,Знакомство с будущим мужем произошло через общих друзей на дне рождения подруги.,"У нас друзья общие свели. Просто в компании общей. Хотя, как бы, ну, короче, да. Был день рождения, в общем, у моей подруги. И там пришел вот мой будущий муж.",Нейтрально-позитивный,"Открытость к новым знакомствам, ценность дружеских связей",Социальные сети и дружеские круги остаются важным каналом для создания семей в современной России.,эпизод,,,,
4,"Взрослая жизнь, семейный этап",Планы на будущее,Пара планирует завести ребенка после улучшения материального положения и покупки собственной квартиры.,"Ну, в целом мы, конечно, хотим ребенка завести, но попозже, потому что сейчас, конечно, хотим устаканиться в материальном положении, квартиру купить и потом уже о ребенке подумать.","Рациональность, надежда","Стабильность, ответственность, планирование","Поколенческий сдвиг: приоритет материальной стабильности перед рождением детей, распространённый среди молодых семей.",декларация,,1.0,Планируется покупка квартиры,
5,"Взрослая жизнь, семейный этап",Финансовые отношения в семье,"В семье существует общий и личный бюджет, решения по крупным тратам принимаются совместно, но есть и личная финансовая автономия.","Есть общий, а есть мой бюджет. Вот. То есть, когда это мой бюджет, ну, я полностью располагаю, да, и ни перед кем не отчитываюсь.","Уверенность, спокойствие","Автономия, доверие, партнерство","Современная модель семейных финансов: сочетание общего и личного бюджета, что отражает тенденцию к индивидуализации даже в браке.",декларация,,,,
6,"Взрослая жизнь, семейный этап",Отношения с родственниками супруга,"Родственники супруга живут в другом городе, общение поддерживается, но нечастое и формальное.","Ну, на самом деле у него тоже родственники в другом городе. Мы к ним иногда ездим в гости. Но это из Сирии не часто бывает.",Нейтрально-позитивный,"Семейные связи, уважение","Географическая мобильность и разобщённость семей, характерная для современной России.",эпизод,,,,
7,Переход от прошлых отношений к нынешним,Уроки из прошлых отношений,"Респондентка научилась больше ценить себя, отстаивать свои интересы и не быть «хорошей девочкой» в ущерб себе.","В прошлом отношении я была чисто хорошей девочкой. И хозяйка там, и на себя забила. Какие-то хобби свои не хожу. Кое-что, конечно, для себя я делала, но недостаточно.","Осознанность, благодарность за опыт","Самоуважение, личностный рост, свобода","Переосмысление гендерных ролей и личных границ в отношениях, характерное для женщин нового поколения.",перелом,,,,
8,Студенчество и начало трудовой деятельности,Формирование дружеских связей,Близкие подруги появились в студенчестве и начале работы; дружба прошла испытания и укрепилась благодаря совместным переживаниям.,"Ну, потому что, наверное, мы много что с ними прошли. В каких-то сложных ситуациях они все испытания вместе столько переносили.","Благодарность, теплота","Дружба, поддержка, лояльность",Студенчество как ключевой период формирования устойчивых социальных связей.,узел,университет,,,
9,Студенчество,Конфликты и трансформация дружбы,"В дружбе были конфликты из-за внимания противоположного пола, которые удалось преодолеть совместной работой над уверенностью и имиджем подруги.","мы совместно, потому что у нас возникла терка небольшая, и мы думали, как это разрешить. Потому что мне не нужно 10-15 ухажеров одновременно. И постепенно улучшали ее имидж тоже.","Сочувствие, поддержка","Солидарность, эмпатия, развитие","Девичья дружба проходит испытания конкуренцией, но может трансформироваться в поддержку и совместное развитие.",эпизод,,,,
10,Период после развода с первым мужем,Ощущение одиночества,"После развода с первым мужем респондентка испытывала чувство изоляции и пустоты, несмотря на наличие друзей и родителей.","И ничего не смогло сделать так, чтобы не ощущалось это пустое, большое, огромное, пустое место, скажем так.","Грусть, опустошение","Потребность в близости, эмоциональная связь","Развод часто сопровождается кризисом идентичности и ощущением утраты, даже при наличии социальной поддержки.",перелом,,,,
11,Настоящее время,Оценка отношений с близкими,"В целом респондентка оценивает свои отношения с близкими как хорошие, дружелюбные и позитивные.","Ну, в целом хорошие, дружелюбные, позитивные.","Удовлетворение, спокойствие","Гармония, стабильность",Позитивная самооценка социальных связей после преодоления личных кризисов.,декларация,,,,
12,Настоящее время,Здоровье и забота о себе,"Респондентка считает свое здоровье хорошим, занимается танцами, прогулками, следит за физической активностью и старается делать разминку.","Для здоровья я делаю танцы, допустим, у меня как бы два раза в неделю занимаюсь. Какие-нибудь прогулки, пробежки.","Удовлетворение, спокойствие","Здоровье, активность, самодисциплина",Здоровый образ жизни становится частью повседневности для городских жителей среднего класса.,декларация,,,,
13,Настоящее время,Питание и вредные привычки,"Питание не всегда правильное, есть склонность к употреблению майонеза и выпечки, особенно в вечернее время.","Иногда я себе позволяю майонезный салат как-нибудь съесть вечерком, хотя как бы полдень не очень-то рекомендуется.","Самокритика, принятие","Умеренность, удовольствие, честность с собой",Питание и пищевые привычки часто балансируют между стремлением к здоровью и желанием получать удовольствие.,декларация,,,,
14,Настоящее время,Стресс и психологическое здоровье,"Стресс присутствует в жизни, но в среднем на приемлемом уровне; респондентка осознает влияние психологического состояния на здоровье.","Но питание, физическая активность, я считаю, на здоровье влияют. Но и психологическое состояние тоже влияет на здоровье.","Осознанность, спокойствие","Психологическое здоровье, баланс",Осознание взаимосвязи психики и физического здоровья становится все более распространенным.,декларация,,,,
15,Настоящее время,Отношение к медицине,"В целом отношение к медицине позитивное, но есть недоверие к диагнозам и желание перепроверять назначения.","Не всегда, конечно, надо перепроверять ключи, мне кажется. Потому что диагноз... Не всегда может быть корректен.","Осторожность, рациональность","Здравомыслие, критичность, забота о себе","Рост критического отношения к системе здравоохранения, желание быть информированным пациентом.",декларация,медицина,,,
16,Настоящее время,Восприятие российской медицины,"Респондентка считает, что в российской медицине сочетаются забота о людях и коммерческая составляющая, особенно в вопросах лекарств.","Мне кажется, 50 на 50, потому что вроде бы есть врачи, которые и заботятся о людях, все равно стараются помочь. Но коммерческая сторона тоже есть.","Скепсис, реализм","Справедливость, прагматизм","Двойственное восприятие медицины: сочетание доверия к врачам и недоверия к системе, особенно в контексте коммерциализации.",декларация,медицина,,,
17,Настоящее время,Выбор между коммерческой и государственной медициной,Выбор между коммерческой и государственной медициной зависит от ситуации и тяжести заболевания; опыт обращения в платную клинику не показал разницы.,"Если это какое-нибудь небольшое заболевание, допустим, ОРВИ, да, может быть, можно сходить и в обычную клинику. Если это, допустим, какое-то тяжелое заболевание, может и в частную лучше сходить...","Рациональность, прагматизм","Практичность, гибкость","Прагматичный подход к выбору медицинских услуг, отсутствие идеализации ни одной из систем.",декларация,медицина,,,
1,"Взрослая жизнь, семейный этап",Взаимодействие с медициной и отношение к здравоохранению,"Респондентка считает, что государство должно поддерживать здравоохранение, но признаёт нехватку ресурсов и рост платных услуг. Качество медицины связывает с профессионализмом конкретных врачей, а не с местом проживания.","То есть вообще государство должно поддерживать людей в здравоохранении. Но, я так понимаю, все равно мощности государства не хватает.","Умеренно критичный, реалистичный","Справедливость, ответственность государства, профессионализм",Респондентка демонстрирует типичную для российского среднего класса позицию: ожидание социальной поддержки от государства сочетается с признанием ограниченности государственных ресурсов и необходимостью платных услуг.,декларация,Государственная система здравоохранения,,,
2,"Взрослая жизнь, семейный этап",Отношение к вакцинации,"Вакцинацию считает полезной, но отмечает возможные риски и необходимость учитывать противопоказания.","Ну, вакцинация на самом деле хорошая вещь с одной стороны, но сила вновь чревата последствиями.","Взвешенный, осторожный","Здравый смысл, осторожность, забота о здоровье",Отражает распространённую в обществе двойственность отношения к вакцинации: признание пользы при одновременном страхе перед побочными эффектами.,декларация,,,,
3,"Взрослая жизнь, семейный этап",Практики обращения к медицинским услугам,"Обращается к врачам только по необходимости, избегает больниц из-за траты времени и нежелания лишний раз принимать лекарства. Регулярно проходит диспансеризации.","Стараюсь, конечно, не сотрудничать, потому что не очень люблю, конечно, больницы.","Сдержанный, рациональный","Рациональность, самостоятельность","Преобладает стратегия минимизации контакта с медициной, характерная для людей с базовым доверием к системе, но без избыточной тревожности.",эпизод,Государственная поликлиника,,,
4,"Взрослая жизнь, семейный этап",Оценка качества медицинской помощи,"В целом довольна медицинской помощью, негативных случаев не было, врачи дружелюбны. Единственный эпизод — сложности с приёмом при ОРВИ, но в итоге помощь была оказана.","Ну и то мне тогда помогли все равно. Когда у меня там возникла температура... они сказали, ой, у нас только тяжелые случаи... Но, по-моему, в тот день я добилась, что меня все-таки приняли.","Умеренно удовлетворённый, настойчивый","Настойчивость, справедливость","Респондентка демонстрирует активную позицию в отстаивании своих прав на медицинскую помощь, что характерно для людей с определённым уровнем уверенности.",эпизод,,,,
5,"Взрослая жизнь, семейный этап",Финансовые аспекты медицины,"Считает стоимость лечения высокой, но кредитов на медицину брать не приходилось. Лишний раз не обращается к врачам из-за дороговизны.","Ну, я думаю, что стоимость лечения дороговата. То есть, если ты пойдешь в аптеку, в принципе, ты должен купить на тысячу, полторы, две.",Сдержанная неудовлетворённость,"Экономность, рациональность","Высокая стоимость медицины становится барьером для обращения, что типично для семей со средним доходом.",декларация,,,,
6,"Взрослая жизнь, семейный этап",Эмоциональное состояние и стресс,"В целом эмоциональное состояние позитивное и уравновешенное, бывают усталость и стресс, но не тревога или подавленность.","Позитивное, хорошее состояние. Без резких эмоциональных сквелетков, без серик. Уравновешенное в целом.","Позитивный, спокойный","Устойчивость, самообладание","Демонстрируется установка на эмоциональную стабильность, что может быть связано с семейными и профессиональными обязанностями.",декларация,,,,
7,"Взрослая жизнь, семейный этап",Стратегии совладания со стрессом,"Для снятия стресса использует спонтанный шопинг, вкусную еду, прогулки. Не обращается за психологической помощью, даже в кризис.","Ну, стараюсь что-то, допустим, себе купить. Там, из одежды, например. Ну, то есть, какой-то спонтанный шопинг, да, мне помогает.","Прагматичный, самоподдерживающий","Самостоятельность, забота о себе",Типичная стратегия самопомощи для женщин среднего класса — потребительские практики как способ эмоциональной регуляции.,эпизод,,,,
8,"Взрослая жизнь, семейный этап",Отношение к психологической помощи,"В целом позитивно относится к психологической помощи, но сама не обращалась, даже в период депрессии, считая это дорогим и предпочитая справляться самостоятельно.","Даже в этот момент, когда у меня был кризис, депрессия конкретная, я почему-то не посчитала важным обратиться за помощью.","Сдержанная, рефлексивная","Самостоятельность, экономия",Склонность к самостоятельному преодолению трудностей и экономические барьеры ограничивают обращение за психологической помощью.,декларация,,,,
9,"Взрослая жизнь, семейный этап",Забота о близких и поддержка,"Переживает за здоровье близких, но старается проявлять поддержку, а не уходить в тревогу. Помогать с обращением к врачам пока не приходилось.","Я стараюсь все равно больше не в переживании уйти, а как-то вот в поддержку, и чтобы их самих приободрить.","Заботливый, поддерживающий","Семейственность, поддержка","Роль эмоционального опекуна в семье, характерная для женщин в традиционных и смешанных семейных моделях.",декларация,,,,
10,"Взрослая жизнь, семейный этап",Отношение к здоровью в будущем и запас прочности,"О будущем здоровье задумывается мало, но считает, что обладает достаточным запасом прочности и выносливости для преодоления трудностей.","мой запас срочности, выносливости, да, скажем так, он увеличился, и я понимаю, что, ну, нормально будет, даже если будет там, капец, плохо, то все равно как-нибудь выйдем из этой ситуации.","Уверенный, спокойный","Оптимизм, устойчивость","Демонстрируется установка на внутренние ресурсы и адаптивность, что типично для людей, прошедших через кризисы.",декларация,,,,
11,"Взрослая жизнь, семейный этап",Финансовое положение семьи,"Оценивает финансовое положение как среднее, на крупные покупки нужно копить, ипотеку потянуть сложно. Доходы складываются из официальной и неофициальной работы респондентки и официальной работы супруга.","То есть на что-то большое не хватит, но если поднакопить, то можно и большое что-то купить.","Умеренно удовлетворённый, прагматичный","Стабильность, самостоятельность","Семья с типичным для среднего класса доходом, использует как официальные, так и неофициальные источники заработка.",декларация,,,Официальная и неофициальная занятость,
12,"Взрослая жизнь, семейный этап",Отношение к серым зарплатам,"Положительно относится к неофициальным зарплатам, считает, что без них многие бизнесы не выжили бы из-за налоговой нагрузки.","Если ты даешь белую зарплату, то ты должен еще где-то 50%, плюс-минус, еще накинуть сверху, денег дать, чтобы никаких долгов не было.","Прагматичный, реалистичный","Рациональность, выживаемость бизнеса",Распространённая в малом бизнесе и среди работников практика оправдания неофициальных выплат как вынужденной меры.,декларация,,,Неофициальная занятость,
13,"Взрослая жизнь, семейный этап",Структура расходов и экономия,"Основные расходы — питание, жильё, отдых. Экономят ради крупной покупки (ипотеки), в первую очередь на отдыхе и неосновных продуктах.","Вот, мы сейчас, говорю, собираем на ипотеку, поэтому мы немножко экономим, да.","Прагматичный, целеустремлённый","Целеустремлённость, рациональность",Стратегия накопления на жильё через ограничение текущего потребления — типичная для молодых семей.,эпизод,,1.0,,
14,"Взрослая жизнь, семейный этап",Потребительские привычки и отношение к брендам,"Планирует покупки, избегает спонтанных трат, к брендам относится спокойно, важнее качество. Скидки воспринимает положительно, но осторожно.","В последнее время мне бренды не важны, мне важно качество товара, вот скажем так.","Рациональный, осознанный","Качество, рациональность",Переход от бренд-ориентированного к функциональному потреблению характерен для зрелых потребителей.,декларация,,,,
