id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context
3,"Ранняя взрослость, предпринимательство в 90-х – 2000-х","Бизнес-успехи и кризис, столкновение с криминалом","Респондент описывает период предпринимательства: успехи, финансовое благополучие, а затем резкий кризис, долги, вынужденный переезд в подвал магазина, страх перед криминальными структурами.","Деньги закончились и на съем. И мы переехали в подвал магазина. Жили месяца два или три, наверное, в подвале. Среди мебели.","напряжение, страх, разочарование, затем облегчение","самостоятельность, ответственность, выживание, честность","История типична для предпринимателей 90-х – начала 2000-х: быстрые взлеты, неустойчивость, риски, давление криминальных структур. Важна тема личной ответственности и страха.",перелом,,"утрата жилья, вынужденное жилье в подвале","малый бизнес, торговля мебелью",
4,"Переосмысление, возвращение и разрыв с прошлым","Возвращение к прошлым делам, закрытие долгов, личная смелость","Респондент спустя годы возвращается к бывшим партнерам, чтобы закрыть вопрос с долгами, испытывает страх, но находит в себе силы для честного разговора и окончательного разрыва.",Я просто свалил оттуда и всё.,"страх, облегчение, гордость","честность, смелость, личные границы",Показателен опыт личного взросления через преодоление страха и честный диалог с представителями криминализированного бизнеса.,узел,,,выход из бизнеса,
5,"Переезд, новые отношения, поиски себя","Личные отношения, эмиграция, поиски смысла","После переезда в Москву и возвращения респондент заводит новые отношения, задумывается о жизни на земле, предпринимательстве, обсуждает идеи поселений и самообеспечения.","Каждый раз, когда я говорил про вот это, что хочу гектар, хочу на земле жить, хочу дом деревянный со сруба, ну и предпринимательство какое-нибудь.","мечтательность, разочарование, поиск","самостоятельность, свобода, экологичность, предпринимательство","Видна типичная для 2000-х волна интереса к альтернативным формам жизни (эко-поселения, предпринимательство вне города), а также влияние новых идеологических течений (Анастасиевцы, Юрий Мороз).",декларация,"альтернативные сообщества, неформальные сети",,,
6,"Семейная жизнь, развод, новые отношения",Семейные кризисы и новые союзы,"Респондент рассказывает о первом браке, разводе, и о том, как позволил себе быть счастливым, начав новые отношения, которые длятся уже 20 лет.","Я позволил себе, да, быть счастливым. И вот с ней мы 20 лет в прошлом году были вместе.","освобождение, благодарность, удовлетворение","искренность, счастье, личная свобода, верность себе",Переход от традиционных установок (надо терпеть ради слова) к ценности личного счастья и самореализации в отношениях.,перелом,"семья, партнерство",,,
7,"Настоящее, зрелость","Распорядок дня, баланс работы и отдыха","Респондент описывает свой текущий распорядок дня: забота о семье, спорт, работа на собственном предприятии, баня с друзьями. Подчеркивает легкость и отсутствие стресса.","Я сильно не напрягаюсь. Да, вот, да, как-то так оно и выглядит.","спокойствие, удовлетворение","баланс, здоровье, семья, свобода","Демонстрируется переход к зрелому стилю жизни, где ценится баланс между работой и личным временем, а также забота о себе и близких.",эпизод,"семья, малый бизнес",,,True
8,"Настоящее, зрелость",Профессиональная самореализация и смена ролей,"Респондент осваивает новую специальность (печатник), отмечает опыт работы руками и в маркетинге, а также постепенный отход от коучинга и маркетинга из-за потери интереса.","Последнее время я уже ничего не собираю, наверное, с конца лета прошлого года. Не вижу своей эффективности в этих вопросах, в этих делах.","спокойствие, принятие","разнообразие, свобода выбора, самореализация","Показательна гибкость профессиональной идентичности, характерная для постсоветских предпринимателей и людей с опытом самоорганизации.",эпизод,,,"малый бизнес, ручной труд, маркетинг",
9,"Настоящее, зрелость",Переосмысление ценностей и честность,"Респондент размышляет о важности честности, отказе от подстраивания под других, приводит примеры из прошлого, когда стремился быть хорошим для всех, и как это привело к внутренним конфликтам.","Я для всех должен быть хорошим человеком. И понимаешь, что это такая манера общения моих родителей и моей мамы.","саморефлексия, освобождение","честность, независимость, самоуважение","Происходит осознанный отказ от паттернов угождения и переход к аутентичности, что характерно для зрелого возраста и личностного роста.",декларация,,,,
10,"Настоящее, зрелость","Роль в семейном бизнесе, смена приоритетов","Респондент рассказывает, что предприятие теперь оформлено на жену, сам он долгое время не участвовал в делах, предпочитая путешествия и личные интересы.","Она сначала числилась на мне, потом жена сказала, раз ты не хочешь туда идти, то я буду этим заниматься. Ну и отлично.","спокойствие, принятие, легкость","свобода, доверие, партнерство","Показательна смена гендерных ролей и распределения ответственности в семье, а также приоритет личных интересов над традиционной моделью мужского лидерства.",узел,семейный бизнес,,,
1,Текущий этап (последние 1-2 года),Работа и экономическая нестабильность,"Респондент рассказывает о резком ухудшении экономической ситуации на предприятии, где он работает, что привело к увольнениям и переезду компании. Работа не является делом мечты, но сейчас это единственный источник дохода.","Я принимал решение, конечно же, не говоря, что, слушай, я мечтал до 60 лет, что, значит, наконец-то я начну печатником нюхать краску и растворить их, да, и этим заниматься.","Сдержанное недовольство, принятие обстоятельств","Стабильность, адаптация, ответственность за семью","Экономическая нестабильность влияет на профессиональную идентичность и вынуждает к компромиссам в выборе работы. Респондент демонстрирует адаптивность, но не испытывает удовлетворения от текущей деятельности.",эпизод,Работа на частном предприятии,,"Вынужденное участие, низкая удовлетворенность",
2,Период до ухудшения экономической ситуации (2-3 года назад),Стиль жизни и досуг,"Респондент описывает свой прежний образ жизни как расслабленный и наполненный удовольствиями: катание на велосипеде, посещение кафе, время с детьми. Работа не занимала центрального места.","Я, честно, балдел все это время.","Удовлетворение, легкость","Свобода, удовольствие от жизни, семейные ценности","Респондент ценит баланс между работой и личной жизнью, предпочитая досуг и семейное время профессиональным амбициям.",эпизод,,,,True
3,Текущий этап,Культурные предпочтения и отношение к природе,"Респондент предпочитает фильмы и сериалы с интересным сюжетом, не любит читать книги, предпочитает живое общение. Природа и близость к морю — важная часть жизни, ради чего он переехал из Москвы.","Я из Москвы из-за этого уехал, потому что там ее и нету, там природы.","Удовлетворение, спокойствие","Природа, непосредственность, живое общение",Переезд из мегаполиса в малый город мотивирован стремлением к экологичному и размеренному образу жизни.,декларация,,Переезд в Геленджик ради природы,,
4,Текущий этап,Экологические привычки,"Респондент не считает себя активным сторонником экологических движений, но придерживается бытовых экологических практик: убирает мусор на природе, старается не оставлять следов.","Весь мусор вокруг соберем, конечно, будем вынести, если он там есть. себя не оставляем.","Спокойствие, умеренная забота","Ответственность, чистота, уважение к природе","Экологические практики респондента ситуативны и не идеологизированы, но встроены в повседневное поведение.",эпизод,,,,
5,Текущий этап,Свобода и структура повседневности,"Респондент ценит свободу в организации времени, не придерживается строгого рабочего графика, может спонтанно отправиться в поездку. Отпуск не отличается от обычной жизни.",У меня вся жизнь отпуск.,"Легкость, независимость","Свобода, спонтанность, независимость",Отсутствие жесткой структуры рабочего времени воспринимается как преимущество и часть жизненной философии.,декларация,,,,
6,Текущий этап,Изменения в семейной динамике и одиночество,"Дети выросли, и респондент чаще путешествует один, чтобы не подстраиваться под других. Ощущает себя одиночкой, но воспринимает это как удобство.","Я больше становился все-таки одиночкой. Чтобы ни под кого не подстраиваться, не напрягать.","Спокойствие, легкая грусть","Автономия, личное пространство",Переход к индивидуализированному досугу связан с взрослением детей и изменением семейных ролей.,узел,,,,
7,Текущий этап,Потеря материальных благ из-за финансовых трудностей,"Из-за финансовых трудностей респондент был вынужден продать мотоцикл, который был важной частью его досуга и идентичности.","А сейчас его нет? Нет, я продавал. финансовые трудности начались.","Сожаление, утрата","Финансовая ответственность, адаптация",Экономические трудности приводят к пересмотру привычного образа жизни и отказу от личных удовольствий.,перелом,,,Вынужденная продажа имущества,
8,Текущий этап,Семья как главное достижение,"Респондент считает семью своим главным и единственным достижением, подчеркивает важность отношений с женой и детьми.",Для меня больше никаких достижений нет в моей жизни. То есть моя семья – это самое главное.,"Гордость, благодарность","Семья, близость, любовь","Семейные отношения занимают центральное место в системе ценностей респондента, определяя его самооценку и жизненные приоритеты.",декларация,,,,
9,Текущий этап,Кризисы и трансформация отношений с супругой,"Респондент признает, что своими действиями ухудшал отношения с женой, что привело к кризису (вплоть до мысли о разводе). Пересмотрел свое поведение, стал более сдержанным и принимающим.","Я их последние несколько лет неосознанно ухудшал, недооценивая ее заслуги и вообще моей жизни, нахождения.","Раскаяние, принятие, благодарность","Саморефлексия, принятие, уважение",Рефлексия над семейными конфликтами и личной ролью в них свидетельствует о зрелости и стремлении к гармонии.,перелом,,,,
10,Текущий этап,Распределение ролей и финансов в семье,"В условиях экономических трудностей финансовые решения в семье принимает жена, хотя раньше решения принимались совместно.","Сейчас идет стадия, скажем так, выживания.","Смирение, доверие","Партнерство, доверие, адаптация","Изменение экономических условий приводит к перераспределению ролей в семье, усиливая роль жены как финансового управляющего.",узел,,,,
11,Текущий этап,Воспитание детей и семейное образование,"Дети обучаются на семейной форме, родители поддерживают самостоятельность и ответственность, поощряют занятия спортом и поиск себя.","Самое главное, чтобы ты был счастлив по жизни максимальное количество времени.","Забота, поддержка","Самостоятельность, счастье, поддержка",Семейное образование и ориентация на счастье детей отражают современные тренды индивидуализации и гибкости в воспитании.,эпизод,Семейное образование,,,
12,Текущий этап,Отношения с родственниками жены,"Отношения с родственниками жены формальные, не оказывают существенного влияния на жизнь респондента. С тещей отношения лучше, чем с собственной матерью.","С тещей вообще у меня отношения лучше, чем с моим мамой.","Нейтральность, легкая ирония","Дистанция, уважение","Семейные связи вне ядерной семьи воспринимаются как второстепенные, что типично для современных урбанизированных семей.",эпизод,,,,
13,"Взрослая жизнь, зрелость",Изменение взглядов на партнерство,"В новых отношениях респондент отказался от следования шаблонам, старается не ломать друг друга, проявлять заботу по желанию.","Здесь мы стараемся друг друга не ломать. Если мне хочется проявить заботу, я ее проявляю. Если не хочется, я не проявляю.","Осознанность, спокойствие","Индивидуальность, свобода в отношениях",Переход от традиционных моделей семейных ролей к более гибким и индивидуализированным.,декларация,,,,
14,Текущий этап,Дружба и социальные связи,"Респондент поддерживает отношения только с теми, кто ему интересен и готов помочь в трудную минуту. Дружба строится на взаимном интересе и поддержке.","Мне поддерживать отношения с тем, с кем мне неинтересно и ничего это лично мне не дает, вообще не нужно.","Осознанность, независимость","Искренность, взаимность",Сужение круга общения до значимых и поддерживающих связей — характерная черта зрелого возраста и индивидуалистических установок.,декларация,,,,
15,"Взрослая жизнь, зрелость",История дружбы и совместные интересы,"Дружба с Димой началась еще в 90-е годы на почве деловых отношений, затем была пауза, после чего отношения возобновились после переезда. Общение строится на обмене интересными темами и опытом.",Он мне как раз про Геленджик тогда рассказал. И я нечаянно в Геленджик попал.,"Теплота, благодарность","Дружба, общие интересы, поддержка",Дружеские связи часто формируются на основе совместного опыта и поддерживаются даже после длительных перерывов.,эпизод,,,,
1,"Взрослая жизнь, профессиональный поиск",Отношения с друзьями и профессиональная идентичность,"Респондент рассказывает о конфликте с другом из-за занятия коучингом, который не был принят в его окружении. Это привело к разрыву общения и внутреннему напряжению.","Меня это очень, очень напрягало. Я говорю, Юра, ну ты же меня знаешь еще давно, здесь ты не видел. Он говорит, да я же тебя вижу. Продавец воздуха.","Раздражение, обида, напряжение","Признание, уважение к своим интересам, самостоятельность","Эпизод иллюстрирует, как профессиональные интересы могут стать причиной отчуждения в дружеских отношениях, особенно если они не соответствуют ожиданиям или ценностям окружения.",перелом,,,,True
2,Зрелая семейная жизнь,Домашние животные и семейные традиции,"В семье обсуждается возможность завести домашнего животного, но пока ограничиваются подарком кота маме. В семье трое детей, что влияет на решение о животных.","Дочери, хотим котика или собачку... мама моя про кота говорила, хочу кота себе, а то одна, что-то скучно, заняться нечем. Ну, мы ей подарили в прошлом году на день рождения кота.","Забота, легкая усталость","Семейные отношения, забота о близких, практичность","Подарок кота матери — проявление заботы о старшем поколении, а обсуждение домашних животных — индикатор семейной динамики и распределения обязанностей.",эпизод,семья,False,,
3,Зрелая семейная жизнь,"Одиночество, уединение и семейные ритуалы","Респондент рассказывает о потребности в уединении, приобретении мотоцикла для личного пространства, изменении семейных ритуалов (совместный просмотр фильмов сменился на индивидуальное времяпровождение).","Собственно, мотоцикл я приобретал для того, чтобы... одному сесть и доехать до какого-то места быстро. И это такой, наверное, не сильно публичный человек, хотя внимание мне нравится.","Спокойствие, легкая грусть, принятие","Личное пространство, независимость, семейные традиции",Переход от коллективных семейных ритуалов к индивидуализации досуга отражает изменения в структуре семьи и возрастные трансформации.,узел,,,покупка мотоцикла,
4,Средний возраст,Здоровье и отношение к возрастным изменениям,"Респондент отмечает ухудшение зрения, появление лишнего веса, морщин и седины, но относится к этому философски, не стремится активно вмешиваться.","Зрение стало падать. Лишний вес появился. Морщины, седина. Выносливость уже поменьше. Как-то меня это раньше сначала напрягало, сейчас думаю, ну а что я могу с этим сделать?","Принятие, легкая тревога","Здоровье, принятие себя, естественность","Демонстрируется типичная для среднего возраста переоценка отношения к телу и здоровью, переход от тревоги к принятию.",декларация,,,,
5,Зрелая семейная жизнь,Питание и семейные привычки,"Питание в семье организовано спонтанно, культ еды отсутствует, готовят по необходимости. Финансовые трудности влияют на привычки питания.",Культ еды у нас отсутствует. В холодильнике есть чего покушать и из чего приготовить. Но дети что-то сильно не хотят этим заморачиваться.,"Безразличие, легкая усталость","Практичность, самостоятельность детей","Семейные привычки питания отражают экономическую ситуацию и смену ролей в семье (дети и отец готовят, мать устала от готовки).",эпизод,,,отказ от ресторанов из-за финансов,
6,Зрелая семейная жизнь,Отношение к медицине и выбор медицинских практик,"Респондент предпочитает обращаться к знакомым врачам по рекомендации, доверяет народной медицине, официальную медицину использует по необходимости. В семье нет прививок у детей.","Я в медицину, у меня там есть один знакомый, он стоматолог, и он всех наших докторов в городе знает. Когда что-то случается, мы к нему...","Скепсис, прагматизм","Доверие к личным контактам, самостоятельность в выборе","Выбор между народной и официальной медициной, а также отказ от вакцинации — проявление недоверия к государственным институтам и ориентация на личный опыт.",декларация,медицина,,"частные клиники, рекомендации",
7,Зрелая семейная жизнь,Опыт взаимодействия с медициной и организационные сложности,"Респондент описывает опыт лечения себя и близких, отмечает, что основная проблема — очереди и большое количество людей в государственных учреждениях.","Поехал, записал в очередь, записался в очередь, дали анализы, поехали на операцию и все. полному народу это бездель.","Раздражение, усталость","Эффективность, минимизация стресса","Организационные сложности в медицине воспринимаются как главный барьер, а не качество самой помощи.",эпизод,государственная и частная медицина,,,
8,Средний возраст,Эмоциональное состояние и способы самопомощи,"Респондент отмечает, что в последнее время чаще испытывает подавленность и стресс, но справляется с этим через осознание ценности семьи, места проживания и простых радостей.","Помогает понимание, что я живу в самом лучшем месте на земле, что у меня самые офигительные дети и жена, что мама жива-здорова...","Благодарность, умиротворение","Семья, дом, благодарность",Позитивное мышление и фокус на семейных и бытовых ценностях выступают ресурсом для преодоления стресса.,декларация,,,,
9,Средний возраст,Отношение к психологической помощи и альтернативным практикам,"Респондент не обращается к психологам, предпочитает общение с друзьями и альтернативные практики (массаж, медитация, эзотерика) для эмоциональной поддержки.",Общение с друзьями – психологическая помощь. Прям честно.,"Скепсис, открытость к экспериментам","Доверие к близким, самостоятельность, поиск баланса",Недоверие к профессиональной психологической помощи компенсируется неформальными и альтернативными практиками.,декларация,,,"услуги массажа, эзотерика",
10,Средний возраст,Медитативные и духовные практики как способ саморегуляции,"Респондент использует медитации, повторения мантр, практики благодарности для выхода из эмоциональных провалов, особенно связанных с отношениями и финансами.","Раньше я практиковал ханапона. Благодарю тебя, спасибо. Вот этим выводил себя из эмоциональных провалов.","Поиск гармонии, саморефлексия","Саморегуляция, духовность, эмоциональное равновесие","Использование духовных и медитативных практик — характерная стратегия самопомощи для людей, не склонных обращаться к официальной психологии.",эпизод,,,,
11,Средний возраст,Изменение отношения к контролю и воспитанию детей,"Респондент отмечает, что раньше был более контролирующим родителем, теперь стал относиться к жизни проще и менее требовательно.",Если раньше у меня прям тотально был контроль... Сейчас скажу. Я бы так сказал. Спустя рукава. отношусь к жизни.,"Принятие, расслабленность","Гибкость, принятие изменений, доверие",Смещение от авторитарного стиля воспитания к более либеральному — типичная динамика для родителей подростков.,перелом,,,,
12,"Средний возраст, зрелая семейная жизнь",Финансовое положение и субъективное благополучие,"Респондент оценивает свое финансовое положение как грустное, но при этом ощущает себя счастливым благодаря семье и месту проживания.","Как-то все прям грустненько слегка... То, что я счастливый человек, что у меня большая семья и живу в лучшем месте.","Грусть, благодарность, удовлетворение","Семья, дом, счастье вне материального","Субъективное благополучие не всегда коррелирует с объективным финансовым положением, важную роль играют нематериальные ресурсы.",декларация,,,,
13,Средний возраст,Финансовые решения и спонтанные покупки,"Респондент совершал спонтанные крупные покупки (мотоцикл в кредит), не жалеет о них, хотя испытывает финансовые трудности.","Я мотоцикл так покупал и кредит на него брал. Слушай, деньги я за него не отдал, сейчас должен, и отдавать нечем. Но не жалею, что у меня был мотоцикл.","Сожаление, ностальгия, удовлетворение","Свобода, удовольствие, опыт","Спонтанные покупки — способ компенсировать эмоциональные дефициты, несмотря на финансовые ограничения.",эпизод,,,"кредит, покупка мотоцикла",
14,Средний возраст,Потребительские предпочтения и отношение к брендам,"Респондент выбирает бренды по рекомендации, особенно в технике и одежде, ценит детали и качество, но готов отказаться от брендов при необходимости.","Бренды, понимаете, в чем штука? Это как по рекомендации пойти к доктору... Хотелось бы ходить в Армане или Монзоне, но если не будет их, походим в чем-то другом.","Прагматизм, легкая ирония","Качество, рациональность, эстетика",Потребительское поведение строится на сочетании рационального выбора и стремления к статусу через бренды.,декларация,,,"маркетплейсы, бренды",
1,"Взрослая жизнь, семейный этап","Отношение к новым и поддержанным вещам, потребительские предпочтения","Респондент предпочитает новые вещи, особенно когда речь идет о технике и транспорте, но допускает возможность покупки поддержанных автомобилей и мотоциклов.","Если машина, мотоцикл, то можно и новую. Про технику тоже новое. Ну, я имею в виду телефоны, наушники, компьютеры.","Спокойствие, рациональность","Качество, надежность, практичность","Потребительские предпочтения респондента отражают типичную установку среднего класса на качество и долговечность, особенно в отношении техники и транспорта.",декларация,,,Покупка новых товаров,
2,"Взрослая жизнь, периоды финансовых трудностей",Ограничения в расходах и способы выхода из сложных ситуаций,"Респондент сталкивался с необходимостью ограничивать расходы примерно раз в 10 лет, но не раскрывает подробностей о способах выхода из таких ситуаций.","Так где-то так, да?","Сдержанность, некоторая усталость","Адаптивность, выживание","Периодические финансовые трудности воспринимаются как нечто цикличное и неизбежное, что характерно для нестабильных экономических условий.",эпизод,,,,
3,"Взрослая жизнь, профессиональное и образовательное развитие","Образование: формальное и неформальное, отношение к платному образованию","Респондент получил образование в техникуме и проходил множество онлайн-курсов. Положительно относится к платному образованию, считая его более мотивирующим и включающим.","Мне кажется, само по себе платное образование даёт включённость.","Рассудительность, интерес","Саморазвитие, эффективность, осознанность","Отношение к образованию отражает современные тренды на непрерывное обучение и повышение квалификации, а также ценность личной вовлеченности.",декларация,"Техникум, онлайн-курсы",,,
4,"Взрослая жизнь, семейные отношения",Гендерные роли в семье,"Респондент отмечает, что в его семье распределение ролей отличается от традиционного, где мужчина обеспечивает, а женщина делает карьеру.","В последнее время я понимаю, что у меня в семье оно не так.","Спокойствие, принятие","Гибкость, индивидуальный подход",Семейная модель респондента демонстрирует отход от традиционных патриархальных установок в пользу более гибких и индивидуальных решений.,декларация,,,,
5,"Взрослая жизнь, профессиональный путь","Отношение к деньгам, ценности и приоритеты","Деньги не являются для респондента главным приоритетом, важнее взаимоотношения. Заработок ассоциируется с необходимостью делать неприятные вещи.","У меня, я так понял, что на первом месте не финансы, а взаимоотношения. Меня качают по жизни взаимоотношения.","Некоторая усталость, философское отношение","Взаимоотношения, самоуважение, честность",Респондент демонстрирует ценностный сдвиг от материализма к приоритету межличностных отношений и внутренней гармонии.,декларация,,,,
6,"Взрослая жизнь, семейные финансы",Финансовое планирование и конфликты в семье,"В семье отсутствует четкое финансовое планирование, часто возникали разногласия по поводу денег, что привело к передаче контроля над финансами жене.","Нет, жена просто сказала, что теперь я буду сама этим всем заниматься и все потоки буду контролировать я.","Смирение, легкая ирония","Доверие, делегирование, семейная гармония",Передача финансового контроля жене отражает современные тенденции перераспределения ролей в семье и поиск баланса.,узел,,,,
7,"Взрослая жизнь, профессиональные амбиции",Финансовые цели и предпринимательские проекты,"Ранее респондент мечтал о создании психологического центра, запускал различные проекты, но быстро терял к ним интерес. Предпочитает запускать стартапы, а не заниматься их развитием.","Я могу запустить, мне это нравится. Потом, чтобы кто-то дальше этим занимался без меня. Дальше мне это не интересно.","Самоирония, легкая усталость","Творчество, свобода, новизна","Респондент типичен для креативного класса, склонного к проектной деятельности и быстрому выгоранию при рутинной работе.",декларация,,,,
8,"Взрослая жизнь, поиск себя",Идеальная работа и отношение к труду,"Респондент мечтает о работе, которая приносила бы удовольствие и достойный доход, без необходимости 'наступать себе на горло'.","Что-то хочется такого, чтобы не предавая себя, наступая на горло, ты шёл изнурительным трудом, превозмогая...","Фрустрация, мечтательность","Самореализация, удовольствие от труда, справедливость",Запрос на самореализацию и достойную оплату труда отражает современные ценности постиндустриального общества.,декларация,,,,
9,"Взрослая жизнь, опыт преодоления трудностей",Преодоление и внутренние ресурсы,"Респондент считает, что настоящая деятельность не требует преодоления, если она по-настоящему твоя. Приводит примеры из жизни (велосипед, мотоцикл, костер).",Преодолевать ничего не надо. Это как мальчишке пойти костер разжечь.,"Уверенность, спокойствие","Аутентичность, естественность, внутренняя мотивация","Идея о 'своем деле' как источнике энергии и смысла характерна для людей, ориентированных на внутреннюю мотивацию.",декларация,,,,
10,"Взрослая жизнь, жилищный вопрос",Жилищные условия,"Семья респондента живет на съемном жилье, собственной недвижимости нет.","Мы живем с женой, ну, с семьей на съемном. Мама свою.","Спокойствие, принятие","Адаптивность, независимость",Отсутствие собственной недвижимости типично для нестабильных экономических условий и отражает мобильность респондента.,декларация,,False,,
